산업분류,사업체수,남대표,여대표,종사자합,종사자남,종사자여,단독사업체사업체,단독사업체종사자,자영업자무급가족,상용종사자,일용근로자,기타종사자,1명이상5명미만사업체,1명이상5명미만종사자,5명이상10명미만사업체,5명이상10명미만종사자,10명이상20명미만사업체,10명이상20명미만종사자,20명이상50명미만사업체,20명이상50명미만종사자,50명이상100명미만사업체,50명이상100명미만종사자,100명이상300명미만사업체,100명이상300명미만종사자,다사업사업체,다사업체종사자,300명이상사업체,300명이상종사자
전체,3861792,2408513,1453279,20201270,11632748,8568522,3637505,14080036,3874957,12829368,2532993,963952,3123766,5598578,432441,2758760,164312,2171164,93781,2801956,30208,2070796,13989,2181191,224287,6121234,3295,2618825
농업임업및어업,3289,2846,443,39490,29262,10228,2590,25560,0,28209,8139,3142,1298,2928,931,6216,531,7200,418,12685,84,5896,25,3369,699,13930,2,1196
광업,2006,1788,218,15663,13599,2064,1826,10394,2091,12383,939,250,1373,3131,277,1859,176,2436,149,4203,25,1719,3,479,180,5269,3,1836
제조업,428643,343129,85514,4102259,3038999,1063260,405205,2610251,403307,3418890,249586,30476,275818,571410,82843,550596,34729,468612,24125,725374,6790,466210,3614,566630,23438,1492008,724,753427
전기가스수도하수,9918,8493,1425,159347,135505,23842,7873,81496,3533,148130,6983,701,4525,10579,2153,14220,1306,17851,1311,40643,435,29385,161,25952,2045,77851,27,20717
건설업,133797,110314,23483,1317337,1146643,170694,127609,1051924,83557,654524,542868,36388,80451,170300,28210,183116,14053,186375,7648,224942,1981,134381,1131,186435,6188,265413,323,231788
도매및소매업,1015117,600360,414757,3129601,1697856,1431745,954958,2399238,1109066,1532779,314058,173698,894582,1625889,82710,514012,24520,318658,10102,286289,1973,132178,1079,166884,60159,730363,151,85691
운수및창고업,379388,355532,23856,1096051,966195,129856,368536,783371,357656,611105,44203,83087,357537,389963,8683,57626,5287,71408,4541,138352,1839,127679,1348,210980,10852,312680,153,100043
숙박및음식점업,710248,268831,441417,2114297,768741,1345556,691552,1867874,988567,573115,523689,28926,617466,1264195,73671,453810,14329,180033,3610,103374,928,62069,202,29591,18696,246423,42,21225
정보통신업,42425,35398,7027,562946,394715,168231,38240,360377,15099,504114,32613,11120,24415,50535,8248,53106,4618,61626,3161,96589,1138,78335,687,111872,4185,202569,158,110883
금융및보험업,42192,36240,5952,745257,329905,415352,9943,69448,5290,446714,22434,270819,11540,26166,11333,78089,10090,133241,7141,223610,1537,98034,398,63661,32249,675809,153,122456
부동산업시설관리지원임대,197747,134657,63090,1591993,910853,681140,179593,999209,141850,1172469,204262,73412,152719,266269,23133,148972,10583,139849,6791,202635,2193,150683,1622,269738,18154,592784,706,413847
전문과학및기술서비스업,102866,88173,14693,998123,683552,314571,89032,503285,65724,877315,43573,11511,65967,142398,21538,136531,8377,109933,4583,135143,1333,90318,771,125118,13834,494838,297,258682
교육서비스업,175800,80284,95516,1563848,575435,988413,165815,1122048,154941,1065700,231147,112060,131431,230956,19107,121570,9539,130231,8066,248485,6176,436279,1209,156494,9985,441800,272,239833
보건업및사회복지서비스업,132553,73361,59192,1503360,302053,1201307,123397,1099174,108121,1232111,128428,34700,59613,177714,44416,279970,17139,224879,7196,214492,2703,185744,1249,191444,9156,404186,237,229117
오락문화및운동관련서비스업,101055,57332,43723,366766,192685,174081,98615,301892,115427,136717,81820,32802,89630,156872,7202,45008,2259,29767,1233,37014,360,25023,337,50981,2440,64874,34,22101
기타공공수리및개인서비스업,384748,211775,172973,894932,446750,448182,372721,794495,320728,415093,98251,60860,355401,509273,17986,114059,6776,89065,3706,108126,713,46863,153,21563,12027,100437,13,5983
