산업분류,사업체수,남대표,여대표,종사자합,종사자남,종사자여,단독사업체사업체,단독사업체종사자,자영업자무급가족,상용종사자,일용근로자,기타종사자,1명이상5명미만사업체,1명이상5명미만종사자,5명이상10명미만사업체,5명이상10명미만종사자,10명이상20명미만사업체,10명이상20명미만종사자,20명이상50명미만사업체,20명이상50명미만종사자,50명이상100명미만사업체,50명이상100명미만종사자,100명이상300명미만사업체,100명이상300명미만종사자,다사업사업체,다사업체종사자,300명이상사업체,300명이상종사자
전체,3800743,2365552,1435191,19250731,11057258,8193473,3576405,13426654,3799039,12224761,2337814,889117,3097945,5582934,412963,2627387,157854,2083780,88072,2634328,27923,1914360,13010,2022806,224338,5824077,2976,2385136
농업임업및어업,3159,2770,389,36034,26713,9321,2492,23319,3,25846,6981,3204,1260,2884,905,6018,517,6934,386,11596,66,4542,24,3263,667,12715,1,797
광업,2002,1785,217,15642,13644,1998,1815,10406,1972,12409,1130,131,1358,3308,301,2021,174,2472,145,4202,17,1180,4,633,187,5236,3,1826
제조업,409232,328687,80545,3981938,2951530,1030408,384458,2494154,380361,3341542,241625,18410,261271,537438,78846,518682,34194,459339,24050,723473,6635,455792,3536,553752,24774,1487784,700,733462
전기가스수도하수,9668,8373,1295,154575,131426,23149,7629,78348,3209,144473,6253,640,4312,10225,2176,14246,1327,18095,1259,38880,419,28392,143,23226,2039,76227,32,21511
건설업,129667,108107,21560,1103794,956992,146802,122138,861159,79508,601555,389895,32836,79784,168601,27977,181348,13215,173960,6105,177710,1477,97655,885,143391,7529,242635,224,161129
도매및소매업,993971,587342,406629,3007745,1627380,1380365,931028,2307780,1084794,1449701,312973,160277,879597,1595185,78329,489474,23539,308031,9588,272300,1794,120742,994,153352,62943,699965,130,68661
운수및창고업,379044,355250,23794,1049058,923374,125684,368226,764776,356550,548421,42347,101740,357557,391577,9039,58188,5220,70039,4075,124956,1734,120076,1293,201451,10818,284282,126,82771
숙박및음식점업,702596,260529,442067,2067166,743223,1323943,685799,1842849,972474,508934,561202,24556,616660,1288747,68664,421605,13110,165789,3229,93228,738,48948,155,25111,16797,224317,40,23738
정보통신업,40304,33722,6582,528102,371827,156275,36249,336352,14434,475993,28852,8823,23231,48773,7958,51336,4255,56331,2989,89909,1054,72354,671,107674,4055,191750,146,101725
금융및보험업,41969,35960,6009,705824,321850,383974,11103,76781,5897,437366,18891,243670,12200,27365,10184,70654,10757,142278,6868,211784,1432,91378,377,59562,30866,629043,151,102803
부동산업시설관리지원임대,192831,132475,60356,1470640,840170,630470,175451,928247,138024,1086425,181434,64757,150579,261817,21918,141005,10033,132492,6287,187120,1951,133943,1443,241984,17380,542393,620,372279
전문과학및기술서비스업,96865,83538,13327,930441,643751,286690,83395,455994,62205,829540,30997,7699,62628,135217,20319,128541,7568,98947,4147,123031,1216,83015,706,114716,13470,474447,281,246974
교육서비스업,175606,80875,94731,1513769,569602,944167,165329,1094246,152306,1025778,225056,110629,132917,236323,18538,118267,9118,123801,7596,236429,6033,426739,1152,147453,10277,419523,252,224757
보건업및사회복지서비스업,134208,72367,61841,1466397,299168,1167229,125461,1086188,107912,1202897,121302,34286,63253,190930,43366,271972,16362,214175,7313,221429,2532,173636,1155,177697,8747,380209,227,216558
오락문화및운동관련서비스업,103977,59401,44576,362955,192777,170178,101800,300969,116221,129363,86689,30682,93264,162919,6765,42345,2097,27472,1152,34913,331,23002,335,50254,2177,61986,33,22050
기타공공수리및개인서비스업,385644,214371,171273,856651,443831,412820,374032,765086,323169,404518,82187,46777,358074,521625,17678,111685,6368,83625,2883,83368,494,32966,137,19287,11612,91565,10,4095
