산업분류,사업체수,남대표,여대표,종사자합,종사자남,종사자여,단독사업체사업체,단독사업체종사자,자영업자무급가족,상용종사자,일용근로자,기타종사자,1명이상5명미만사업체,1명이상5명미만종사자,5명이상10명미만사업체,5명이상10명미만종사자,10명이상20명미만사업체,10명이상20명미만종사자,20명이상50명미만사업체,20명이상50명미만종사자,50명이상100명미만사업체,50명이상100명미만종사자,100명이상300명미만사업체,100명이상300명미만종사자,다사업사업체,다사업체종사자,300명이상사업체,300명이상종사자
전체,3458120,2158375,1299745,17456708,10157461,7299247,3274845,12257211,3621861,10773576,2234416,826855,2877759,5208145,315122,2057005,145167,1914121,79807,2387458,25405,1747463,12008,1862613,183275,5199497,2852,2279903
농업임업및어업,2363,2161,202,31235,23366,7869,1815,19643,16,21899,6347,2973,886,2040,573,3978,479,6354,326,9416,73,5113,25,3541,548,11592,1,793
광업,1781,1603,178,15428,13469,1959,1613,9775,1989,12092,1168,179,1209,2968,217,1470,203,2773,125,3628,20,1360,3,483,168,5653,4,2746
제조업,351346,286905,64441,3625989,2671263,954726,332673,2250526,348311,3013600,249178,14900,228504,473846,59617,400745,31839,427311,21385,639381,6020,413753,3335,524591,18673,1375463,646,746362
전기가스수도하수,7505,6699,806,139480,119760,19720,5814,70136,2359,129570,6922,629,2988,7513,1654,11057,1188,16380,1131,34954,374,25470,138,22468,1691,69344,32,21638
건설업,106059,91258,14801,1117786,982166,135620,100020,853892,67522,575186,453625,21453,61775,126128,22203,148006,12906,171072,6239,183273,1619,108958,988,155205,6039,263894,329,225144
도매및소매업,901399,536012,365387,2689305,1452492,1236813,852411,2094076,1044395,1189996,290358,164556,808705,1475667,60271,385303,21300,277738,8529,242044,1614,111251,845,128977,48988,595229,135,68325
운수및창고업,354142,336689,17453,998457,885895,112562,344608,712348,336823,542915,42184,76535,335682,366509,7095,46925,4777,64140,3654,110843,1491,104034,1286,204022,9534,286109,157,101984
숙박및음식점업,654892,231624,423268,1834978,639475,1195503,645239,1680139,932091,418283,461402,23202,594565,1245204,45825,290604,10927,137995,2897,85170,514,34570,133,21450,9653,154839,31,19985
정보통신업,29902,25513,4389,476412,339406,137006,26054,297043,10596,426689,28968,10159,14844,34214,6684,43784,3862,51182,2797,85948,970,67201,591,94889,3848,179369,154,99194
금융및보험업,40814,35941,4873,726870,331360,395510,9594,70106,5726,440125,21816,259203,10963,25699,9646,68101,11133,146324,6935,213383,1537,98628,440,64982,31220,656764,160,109753
부동산업시설관리지원임대,170505,119601,50904,1266197,736425,529772,155657,857363,130513,901673,171951,62060,133903,231946,17882,117077,9557,126189,5777,172326,1636,112244,1248,204936,14848,408834,502,301479
전문과학및기술서비스업,76792,67770,9022,788454,549445,239009,65993,405009,53246,686314,41753,7141,48076,110350,16271,104835,6732,88834,3683,109584,1082,74914,701,115915,10799,383445,247,184022
교육서비스업,170575,79220,91355,1438462,546550,891912,161199,1052815,151847,982976,208664,94975,130179,234427,16725,109033,9257,124956,7225,224881,5902,415467,1053,135163,9376,385647,234,194535
보건업및사회복지서비스업,114578,65025,49553,1159592,256538,903054,108451,868991,96540,952519,88735,21798,61544,190488,31679,204476,13107,169452,5444,165129,1802,123903,819,124291,6127,290601,183,181853
오락문화및운동관련서비스업,103675,60743,42932,332939,181530,151409,102229,280940,122149,111064,77663,22063,95943,169532,4533,28947,1592,20963,1003,30679,301,21049,275,42949,1446,51999,28,18820
기타공공수리및개인서비스업,371792,211611,160181,815124,428321,386803,361475,734409,317738,368675,83682,45029,347993,511614,14247,92664,6308,82458,2657,76819,450,29548,128,18751,10317,80715,9,3270
