산업분류,사업체수,남대표,여대표,종사자합,종사자남,종사자여,단독사업체사업체,단독사업체종사자,자영업자무급가족,상용종사자,일용근로자,기타종사자,1명이상5명미만사업체,1명이상5명미만종사자,5명이상10명미만사업체,5명이상10명미만종사자,10명이상20명미만사업체,10명이상20명미만종사자,20명이상50명미만사업체,20명이상50명미만종사자,50명이상100명미만사업체,50명이상100명미만종사자,100명이상300명미만사업체,100명이상300명미만종사자,다사업사업체,다사업체종사자,300명이상사업체,300명이상종사자
전체,4007384,2470143,1537241,20920124,11849817,9070307,3760918,14565780,3947956,13302462,2701281,968425,3226397,5844200,465314,2978446,174742,2302833,94047,2802812,29308,1993214,14071,2195717,246466,6354344,3505,2802902
농업임업및어업,3880,3308,572,40642,29315,11327,3121,26389,0,31448,6792,2402,1787,3989,1058,6953,554,7484,363,10983,89,6172,27,3814,759,14253,2,1247
광업,2001,1782,219,15421,13312,2109,1809,10320,2082,12388,858,93,1387,3120,266,1814,166,2377,156,4664,18,1161,5,662,192,5101,3,1623
제조업,433684,344495,89189,4103986,3036245,1067741,408089,2610942,401387,3414156,267111,21332,275223,582859,89041,603973,34512,465406,23903,714981,6880,473410,3438,545202,25595,1493044,687,718155
전기가스수도하수,10362,8718,1644,164598,139134,25464,8240,81964,3707,154474,5716,701,4993,11613,2048,13392,1366,18574,1340,42027,421,28681,159,25928,2122,82634,35,24383
건설업,138478,113017,25461,1438640,1244797,193843,131942,1162008,90365,654817,639529,53929,77230,176838,31434,206553,19192,250946,7351,211786,1659,109932,1221,195199,6536,276632,391,287386
도매및소매업,1022739,601520,421219,3173320,1686760,1486560,950735,2397861,1073730,1615736,327318,156536,897145,1644100,88078,545886,24506,318638,9814,279773,1994,133193,1041,158271,72004,775459,161,93459
운수및창고업,386919,361376,25543,1115990,969248,146742,375762,800080,363799,586668,59866,105657,363398,394777,9225,60545,6364,85240,4598,140154,1805,122420,1391,217522,11157,315910,138,95332
숙박및음식점업,747577,289525,458052,2214879,810005,1404874,725787,1959198,1027916,621240,545007,20716,649333,1366699,80150,489209,13879,173797,3380,98101,645,41173,149,23815,21790,255681,41,22085
정보통신업,42887,35428,7459,575886,399723,176163,38309,356322,14646,516917,33752,10571,25281,51472,8004,51690,4497,59822,3142,95445,1045,71217,732,117743,4578,219564,186,128497
금융및보험업,43514,36363,7151,726907,316551,410356,11783,77438,6139,440339,15397,265032,13254,29422,10614,72986,10716,141693,6990,215582,1380,88051,411,65663,31731,649469,149,113510
부동산업시설관리지원임대,220260,146292,73968,1672886,941275,731611,201208,972724,157496,1264244,187575,63571,175369,298279,23547,151167,10775,142524,6326,188181,1987,136276,1505,253670,19052,700162,751,502789
전문과학및기술서비스업,104252,88636,15616,1010154,678507,331647,89758,508596,65805,884347,51967,8035,67164,141848,21637,138756,8666,113122,4401,129514,1299,88341,762,124747,14494,501558,323,273826
교육서비스업,185275,82215,103060,1596963,583703,1013260,174312,1158239,158690,1092951,220779,124543,137732,250732,21309,134923,10029,136353,8709,269098,6008,414812,1206,155130,10963,438724,282,235915
보건업및사회복지서비스업,145909,78730,67179,1782672,341211,1441461,135977,1327833,116604,1440709,171392,53967,59839,175481,50917,324410,20580,270520,9526,285590,3244,221143,1492,228867,9932,454839,311,276661
오락문화및운동관련서비스업,118797,67570,51227,416781,215550,201231,115785,344243,131296,152340,97854,35291,104619,180544,9564,59912,2589,33726,1241,36613,385,27074,363,54875,3012,72538,36,24037
기타공공수리및개인서비스업,400850,211168,189682,870399,444481,425918,388301,771623,334294,419688,70368,46049,372643,532427,18422,116277,6351,82611,2807,80320,449,30158,169,24609,12549,98776,9,3997
