산업분류,사업체수,남대표,여대표,종사자합,종사자남,종사자여,단독사업체사업체,단독사업체종사자,자영업자무급가족,상용종사자,일용근로자,기타종사자,1명이상5명미만사업체,1명이상5명미만종사자,5명이상10명미만사업체,5명이상10명미만종사자,10명이상20명미만사업체,10명이상20명미만종사자,20명이상50명미만사업체,20명이상50명미만종사자,50명이상100명미만사업체,50명이상100명미만종사자,100명이상300명미만사업체,100명이상300명미만종사자,다사업사업체,다사업체종사자,300명이상사업체,300명이상종사자
전체,3590522,2235243,1355279,17931385,10350223,7581162,3391755,12581782,3705440,11005647,2352021,868277,2961441,5294746,364696,2329918,143106,1902027,79725,2406997,26338,1821617,12344,1908838,198767,5349603,2872,2267242
농업임업및어업,2388,2161,227,30836,23244,7592,1794,18566,16,21584,6619,2617,957,2024,572,3807,459,6165,311,9387,59,3994,28,3803,594,12270,2,1656
광업,1836,1641,195,15473,13489,1984,1661,10179,1884,11939,1522,128,1227,3055,239,1532,216,2981,126,3497,20,1324,4,587,175,5294,4,2497
제조업,371906,302646,69260,3718188,2736677,981511,350168,2289152,362172,3082231,256951,16834,239809,483512,68226,456882,32180,443022,21662,661943,5944,414057,3408,539089,21738,1429036,677,719683
전기가스수도하수,8156,7194,962,139821,120264,19557,6353,71034,2717,130031,6464,609,3553,8425,1783,11786,1133,15519,1148,36025,374,25543,136,22158,1803,68787,29,20365
건설업,111181,95060,16121,1059721,927494,132227,105203,832426,71729,541460,423379,23153,68529,138562,22554,146905,11390,150705,5827,172548,1732,118164,882,139229,5978,227295,267,193608
도매및소매업,939357,555127,384230,2782007,1500893,1281114,885570,2158969,1067941,1236702,304729,172635,838195,1515498,68935,431536,20940,274826,8546,242929,1714,116589,895,134243,53787,623038,132,66386
운수및창고업,364349,344345,20004,1012741,901524,111217,354510,745324,345380,545777,40000,81584,344938,375689,8038,51964,4645,62323,3645,111962,1619,112910,1315,206061,9839,267417,149,91832
숙박및음식점업,673064,240781,432283,1909081,678018,1231063,661380,1734672,947086,424766,512016,25213,598450,1233721,59862,366753,11093,140965,2903,84486,579,38836,141,21758,11684,174409,36,22562
정보통신업,33779,28644,5135,493205,346915,146290,29760,304981,12705,440402,30369,9729,18626,40323,6907,44538,3707,49170,2760,84384,991,67951,627,100140,4019,188224,161,106699
금융및보험업,41799,36296,5503,724771,331007,393764,10234,69939,5827,429234,23318,266392,11373,26010,10123,70896,11138,146318,7064,220585,1557,99558,391,58401,31565,654832,153,103003
부동산업시설관리지원임대,175688,122522,53166,1309797,752056,557741,159737,872985,130846,921127,197569,60255,138094,239549,19150,123627,9251,122552,5579,166857,1758,121849,1347,221965,15951,436812,509,313398
전문과학및기술서비스업,84260,73609,10651,814647,564557,250090,72867,416300,57842,708720,40226,7859,54498,120227,17691,112060,6353,83903,3623,108193,1130,78375,681,111162,11393,398347,284,200727
교육서비스업,172289,79997,92292,1475660,559439,916221,162548,1072877,151992,984963,233958,104747,130790,234053,18085,115370,8909,120341,7077,220006,6025,427558,1168,149708,9741,402783,235,208624
보건업및사회복지서비스업,122764,67531,55233,1261722,268256,993466,115509,941213,103229,1030104,104641,23748,60180,182466,39703,248401,13960,181288,5754,175044,2060,141722,909,138196,7255,320509,198,194605
오락문화및운동관련서비스업,104597,60529,44068,343790,186392,157398,102891,288206,121293,113168,86087,23242,95464,167786,5871,36338,1611,21348,1032,31690,290,20780,297,45534,1706,55584,32,20314
기타공공수리및개인서비스업,383109,217160,165949,839925,439998,399927,371570,754959,322781,383439,84173,49532,356758,523846,16957,107523,6121,80601,2668,77461,486,32407,115,16804,11539,84966,4,1283
