산업분류,사업체수,남대표,여대표,종사자합,종사자남,종사자여,단독사업체사업체,단독사업체종사자,자영업자무급가족,상용종사자,일용근로자,기타종사자,1명이상5명미만사업체,1명이상5명미만종사자,5명이상10명미만사업체,5명이상10명미만종사자,10명이상20명미만사업체,10명이상20명미만종사자,20명이상50명미만사업체,20명이상50명미만종사자,50명이상100명미만사업체,50명이상100명미만종사자,100명이상300명미만사업체,100명이상300명미만종사자,다사업사업체,다사업체종사자,300명이상사업체,300명이상종사자
전체,4312810,2656356,1656454,20763981,11749100,9014881,4015972,13886519,3906292,13634662,2561143,661884,3585467,5695857,420017,2687936,167587,2213296,91432,2721223,30298,2085681,14283,2247036,296838,6877462,3726,3112952
농업임업및어업,5948,4940,1008,47481,34797,12684,4842,29678,0,35299,9980,2202,3573,7074,1241,8239,625,8327,388,11804,85,5735,34,4797,1106,17803,2,1505
광업,1654,1415,239,13838,12112,1726,1434,8074,1552,11488,702,96,1084,2218,230,1558,165,2330,149,4373,20,1281,4,632,220,5764,2,1446
제조업,453257,352698,100559,3984905,2956335,1028570,421732,2394910,392581,3354402,213247,24675,306409,596293,77438,511705,35443,475726,23710,707275,6180,424742,3360,536685,31525,1589995,717,732479
전기가스수도하수,14076,11355,2721,184248,153191,31057,11351,87514,5821,169878,7881,668,8308,14882,2264,14799,1425,19503,1348,42541,507,34749,185,29026,2725,96734,39,28748
건설업,158401,125380,33021,1431792,1222424,209368,148895,1039476,94249,676950,639490,21103,105323,190847,28709,186916,13650,181267,7025,208121,2104,142645,1187,191004,9506,392316,403,330992
도매및소매업,1064434,629883,434551,2962630,1642480,1320150,980195,2184443,1006589,1552996,323236,79809,947733,1484928,80003,501106,24336,315372,9273,263052,1924,129990,979,150869,84239,778187,186,117313
운수및창고업,420889,389516,31373,1091939,941923,150016,407854,738348,393223,593317,46658,58741,400728,429329,7944,51726,5219,70141,3995,122074,1698,119065,1129,177691,13035,353591,176,121913
숙박및음식점업,829555,343952,485603,2023871,780735,1243136,800184,1778616,1033003,563175,418622,9071,744753,1286079,67598,417365,13688,171780,2922,82066,439,27617,119,19164,29371,245255,36,19800
정보통신업,49435,39878,9557,620982,425088,195894,43460,364455,17302,565891,27690,10099,31587,58846,8098,52390,4594,61339,3073,91684,1096,76194,782,130512,5975,256527,205,150017
금융및보험업,43242,35576,7666,680970,298304,382666,13572,69518,6868,466462,14981,192659,16566,33284,10137,69302,9163,120671,5297,162993,1469,95908,447,69213,29670,611452,163,129599
부동산업시설관리지원임대,254614,165252,89362,1619169,927005,692164,228264,922543,167757,1191128,204681,55603,211339,318738,23549,151182,10115,133761,5709,168185,1799,123263,1448,241879,26350,696626,655,482161
전문과학및기술서비스업,129778,105937,23841,1159853,768333,391520,110393,551000,78469,999813,73848,7723,90442,171614,22406,142040,9194,121462,4894,144548,1534,105183,936,153132,19385,608853,372,321874
교육서비스업,191529,81405,110124,1579773,554037,1025736,179229,1138907,163119,1167653,172776,76225,147230,250562,19960,125864,8700,117650,7814,241661,6316,448333,1225,156792,12300,440866,284,238911
보건업및사회복지서비스업,149351,84145,65206,2156232,407218,1749014,137352,1564042,77880,1743232,282257,52863,58727,165202,48617,314794,23252,308768,12097,363422,4275,292210,1949,310381,11999,592190,434,401455
오락문화및운동관련서비스업,123249,70504,52745,380824,199274,181550,118690,300855,124553,162946,66188,27137,111312,162799,7551,47600,2368,30927,1260,37242,396,27642,325,50147,4559,79969,37,24467
기타공공수리및개인서비스업,423398,214520,208878,825474,425844,399630,408525,714140,343326,380032,58906,43210,400353,523162,14272,91350,5650,74272,2478,70182,456,31124,174,25112,14873,111334,15,10272
