companyCount,ownerMaleRate,singlePropCompanyRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,singlePropWorkerRate,selfEmpFamilyWorkerRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgAge,avgServYear,avgWorkDay,avgRegularWorkDay,avgOverWorkDay,avgFixedSalary,avgOvertimeSalary,avgBonusSalary
-4058462658872.5645,-12485020.05577655,-103519121.38631964,34278362.86334217,-55535221.46810405,3568546.4622197347,6105636.012618352,-1245232.1049768385,-11232534032003.244,-2930635.2149544447,-164730317.95191664,4735797.3371500885,-45538401.84540754,38485577.02490857,-26390015.48088987,-51327479.7228923,-24001501.857590612,-26757889.458438594,-29409360.4996136,3246223672.3734965,2983595542.9824886,15853785721.983175,125970837221.48373,-6452415622.214128,251098455785.74496,-119991490794.02763,2036174541968.0842
