yearData,companyCount,ownerMaleRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgOverWorkDay,avgSalary
2020.9947161715513,428680.2339846082,0.7723830154660551,0.6729246778070341,0.1704444115367563,0.0821915516564476,0.0548257549587757,0.012990830289981525,3774526.7134194374,0.7460324885449937,0.8382777164337809,0.06350680463547473,0.1493727032002125,0.13072540984679212,0.1194417250437111,0.18203511522156549,0.10380970868718292,18.11432424528175,3535.568217982611
