0101,0107,0110,0350,1642
2,42,6,252.0,
2,34,7,252.0,
2,46,6,252.0,
2,37,8,252.0,300.0
2,21,7,252.0,
1,27,7,252.0,120.0
2,30,7,252.0,270.0
2,31,7,252.0,150.0
2,37,7,252.0,100.0
2,41,6,252.0,
1,24,5,252.0,200.0
1,48,7,252.0,
2,39,6,252.0,100.0
2,40,6,252.0,
2,21,7,252.0,50.0
1,29,6,252.0,90.0
2,48,7,252.0,100.0
2,21,7,252.0,100.0
2,54,8,252.0,
2,44,7,252.0,
2,28,6,252.0,200.0
1,40,7,252.0,80.0
1,27,7,252.0,
2,32,7,252.0,
2,35,6,252.0,
2,27,7,252.0,50.0
2,41,6,252.0,24.0
2,32,6,252.0,
1,24,7,252.0,40.0
2,29,6,252.0,100.0
2,51,5,252.0,
2,36,7,252.0,
2,19,7,252.0,
2,27,7,252.0,
2,28,7,252.0,70.0
2,37,7,252.0,
2,26,8,252.0,50.0
2,55,7,252.0,
2,42,7,252.0,
2,39,6,252.0,
2,43,7,252.0,
2,37,7,252.0,
2,28,7,252.0,
2,39,7,252.0,
2,34,6,252.0,80.0
2,25,7,252.0,
2,46,6,252.0,40.0
2,20,7,252.0,
1,28,6,252.0,
2,43,7,252.0,
1,29,7,252.0,85.0
2,43,7,252.0,130.0
2,23,7,252.0,100.0
2,26,5,252.0,25.0
1,46,7,252.0,
2,34,8,252.0,
2,42,7,252.0,
2,43,7,252.0,
2,43,5,252.0,70.0
2,38,6,252.0,50.0
2,35,7,252.0,
2,54,7,252.0,200.0
2,39,7,252.0,50.0
1,36,5,252.0,120.0
2,40,6,252.0,
2,37,6,252.0,80.0
2,32,6,252.0,150.0
1,42,7,252.0,18.0
2,39,7,252.0,250.0
2,38,7,252.0,
2,35,7,252.0,
1,36,8,252.0,
1,35,7,252.0,40.0
2,40,6,252.0,180.0
2,37,7,252.0,
2,31,6,252.0,115.0
2,34,8,252.0,120.0
2,34,7,252.0,
2,39,7,252.0,
2,41,7,252.0,
1,48,7,252.0,
2,44,7,252.0,
2,42,5,252.0,100.0
2,28,6,252.0,147.0
2,37,6,252.0,150.0
2,46,7,252.0,20.0
1,26,7,252.0,25.0
2,43,7,252.0,
2,36,7,252.0,
