companyCount,ownerMaleRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgOverWorkDay,avgSalary,yearData
338880.630722709,0.7289959465789053,8.772124005232968,-6.019060069062249,-2.4054821493752456,0.1830996718352651,0.2995329956762589,861073.1860833168,1.2223055495649024,-2.0787629447757467,4.143445979872922,0.21716767071978893,-3.795400617087182,-3.147897649782788,0.6465552176692455,2.0884793183120536,-1.3576091413005997,12337.757274068776,2032.918190556152
