0101,0107,0110,0350,1642
2,39,7,315.0,300.0
2,36,7,315.0,100.0
2,30,7,315.0,165.0
2,27,5,315.0,120.0
1,42,7,315.0,600.0
2,33,7,315.0,200.0
2,34,5,315.0,400.0
2,32,6,315.0,300.0
2,28,6,315.0,170.0
2,47,5,315.0,122.0
2,28,7,315.0,270.0
2,53,5,315.0,100.0
2,41,5,315.0,112.0
1,47,7,315.0,600.0
1,41,6,315.0,450.0
2,41,5,315.0,200.0
2,51,7,315.0,150.0
2,40,5,315.0,270.0
2,26,7,315.0,370.0
1,56,5,315.0,330.0
2,32,6,315.0,250.0
2,38,5,315.0,150.0
2,28,6,315.0,198.0
1,36,6,315.0,300.0
2,26,7,315.0,220.0
2,30,6,315.0,240.0
1,54,7,315.0,600.0
2,23,6,315.0,250.0
2,30,6,315.0,167.0
2,49,5,315.0,130.0
1,38,7,315.0,580.0
2,48,7,315.0,150.0
2,39,6,315.0,290.0
1,44,7,315.0,470.0
2,32,6,315.0,200.0
1,33,6,315.0,300.0
2,25,7,315.0,250.0
1,47,7,315.0,700.0
2,31,6,315.0,140.0
2,31,7,315.0,200.0
2,33,8,315.0,300.0
2,32,7,315.0,170.0
2,33,6,315.0,120.0
2,55,5,315.0,
1,40,7,315.0,590.0
2,43,5,315.0,150.0
2,32,7,315.0,200.0
1,33,7,315.0,470.0
2,36,5,315.0,300.0
2,50,5,315.0,
2,36,5,315.0,120.0
2,28,7,315.0,320.0
2,30,6,315.0,180.0
1,50,8,315.0,359.0
1,31,7,315.0,480.0
1,42,5,315.0,250.0
2,41,7,315.0,
2,39,7,315.0,
2,32,6,315.0,220.0
1,37,6,315.0,265.0
2,30,7,315.0,120.0
2,51,5,315.0,
2,40,5,315.0,500.0
2,33,7,315.0,80.0
1,52,6,315.0,500.0
2,24,6,315.0,110.0
1,35,7,315.0,300.0
2,29,5,315.0,180.0
2,45,5,315.0,172.0
1,26,6,315.0,158.0
2,38,5,315.0,100.0
2,38,5,315.0,70.0
2,30,7,315.0,110.0
2,42,7,315.0,250.0
1,36,7,315.0,300.0
2,36,6,315.0,220.0
2,46,5,315.0,150.0
1,32,7,315.0,280.0
2,36,6,315.0,165.0
1,34,7,315.0,450.0
2,32,6,315.0,118.0
2,47,5,315.0,
1,47,7,315.0,600.0
1,23,6,315.0,130.0
2,24,7,315.0,200.0
1,38,8,315.0,480.0
1,36,7,315.0,500.0
2,30,6,315.0,100.0
2,55,4,315.0,
2,29,6,315.0,150.0
2,21,6,315.0,130.0
1,34,7,315.0,450.0
2,40,7,315.0,160.0
1,41,6,315.0,500.0
1,42,6,315.0,200.0
2,33,6,315.0,150.0
2,31,6,315.0,160.0
2,52,5,315.0,135.0
2,48,5,315.0,90.0
2,26,7,315.0,200.0
1,42,6,315.0,250.0
1,38,7,315.0,350.0
2,20,5,315.0,200.0
2,38,5,315.0,180.0
2,27,6,315.0,150.0
2,22,6,315.0,130.0
2,29,5,315.0,160.0
1,43,5,315.0,200.0
2,42,7,315.0,150.0
1,30,8,315.0,340.0
1,31,6,315.0,250.0
2,24,6,315.0,150.0
1,44,7,315.0,633.0
1,57,7,315.0,850.0
2,38,7,315.0,245.0
1,38,5,315.0,250.0
2,32,6,315.0,120.0
2,44,5,315.0,180.0
2,33,8,315.0,
2,36,5,315.0,420.0
2,30,5,315.0,395.0
2,41,5,315.0,100.0
1,46,7,315.0,300.0
2,28,6,315.0,200.0
2,34,5,315.0,180.0
2,31,7,315.0,120.0
2,29,7,315.0,150.0
1,41,7,315.0,500.0
1,35,7,315.0,250.0
2,50,5,315.0,
1,35,6,315.0,260.0
2,37,6,315.0,280.0
1,29,6,315.0,150.0
2,38,5,315.0,20.0
1,32,7,315.0,200.0
2,31,6,315.0,200.0
2,33,6,315.0,350.0
2,31,6,315.0,170.0
2,25,7,315.0,170.0
1,47,5,315.0,360.0
1,33,7,315.0,350.0
2,33,6,315.0,110.0
1,46,7,315.0,400.0
2,25,5,315.0,150.0
2,33,6,315.0,465.0
2,24,7,315.0,125.0
1,27,7,315.0,200.0
2,26,6,315.0,220.0
2,43,5,315.0,
1,33,7,315.0,270.0
2,50,5,315.0,400.0
2,29,7,315.0,150.0
2,31,5,315.0,250.0
2,25,7,315.0,135.0
