companyCount,ownerMaleRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgOverWorkDay,avgSalary,yearData
11339.233000962064,0.8321772375752641,0.5021943794681079,0.19913115951099059,0.1227774552014651,0.11847451914506735,0.039140608928649456,171873.43873182032,0.8396468675420241,0.9388788953347458,0.034788543924515025,0.07231354001566359,0.08539872278426408,0.11128407247079242,0.25080546543613735,0.1759559650449063,13.05318126697648,3915.826027420233,2016.999905360512
