yearData,companyCount,ownerMaleRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgOverWorkDay,avgSalary
2021.004578961671,95775.8809540458,0.5869381873815982,0.9741290328026686,0.005448744926914273,0.018511143964422164,0.005511439008034264,0.0032727584788862112,146823.22441717982,0.5083450521153889,0.5326759761979183,0.026125597535742173,0.4112474996353217,-0.008631820349542352,0.11276546880758143,0.07987575390890962,0.08273458605253087,-16.34128345854333,2603.3688826001016
