yearData,companyCount,ownerMaleRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgOverWorkDay,avgSalary
2015.0035006195155,2008.2891816387273,0.8923266787933868,0.6921792703831364,0.12854997082531008,0.0875725291883856,0.07727743526093575,0.011367556081298299,15847.61686026858,0.8652465278805129,0.8048204734515225,0.05092939592398407,0.19662131707686864,0.11174976842239648,0.15682514005621073,0.2806036673996104,0.10799597601130506,19.391057171145803,3411.189244830006
