"행정구역별","성별","연령별",2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010
"행정구역별","성별","연령별",취업인구(15세 이상)-계,관리자,전문가 및 관련 종사자,사무 종사자,서비스 종사자,판매 종사자,농림어업 숙련 종사자,기능원 및 관련 기능 종사자,장치기계조작 및 조립 종사자,단순 노무 종사자,기타,미상
"면부","남자","합계",1304548,16062,99276,94762,51186,63384,569335,110295,175324,109453,15108,363
"면부","남자","15~19세",6569,5,462,352,977,725,845,373,1331,1354,29,116
"면부","남자","20~24세",29581,34,2773,2853,2499,2644,3793,2811,7947,3565,574,88
"면부","남자","25~29세",85569,452,13516,12322,4651,5301,7471,10604,22262,6326,2622,42
"면부","남자","30~34세",97751,1260,14651,16223,4959,6560,9735,12418,21772,6644,3513,16
"면부","남자","35~39세",117935,2153,15237,16173,5686,7621,16409,16043,25598,9173,3831,11
"면부","남자","40~44세",127524,2827,13535,14060,5744,8318,24983,16888,26521,12453,2178,17
"면부","남자","45~49세",142660,2829,12247,12524,6292,8177,42212,17743,24505,14636,1480,15
"면부","남자","50~54세",158244,2438,10617,10552,7518,8562,64647,16402,21492,15196,797,23
"면부","남자","55~59세",134330,2335,8110,5814,5729,6227,69704,9665,13678,12971,80,17
"면부","남자","60~64세",120318,1108,4307,2051,3799,4239,82076,4805,6606,11318,4,5
"면부","남자","65~69세",104968,334,2254,1057,2162,2281,84832,1629,2341,8072,0,6
"면부","남자","70세 이상",179099,287,1567,781,1170,2729,162628,914,1271,7745,0,7
"면부","여자","합계",1106736,3076,81459,72858,118068,69329,546762,23739,47211,143497,506,231
"면부","여자","15~19세",9128,0,459,821,1332,1259,509,132,3454,1067,6,89
"면부","여자","20~24세",38895,36,8936,8665,4694,3419,2504,613,7443,2396,117,72
"면부","여자","25~29세",54854,224,16752,16159,5796,4168,3521,980,3584,3450,209,11
"면부","여자","30~34세",51246,345,13165,13246,6349,4393,4874,1143,2696,4923,110,2
"면부","여자","35~39세",68241,437,13338,11804,10320,7771,9372,1794,4617,8742,41,5
"면부","여자","40~44세",85671,556,10442,9192,15565,9405,18142,3264,6787,12300,15,3
"면부","여자","45~49세",113322,575,8003,6047,21519,10954,38168,4531,7417,16104,0,4
"면부","여자","50~54세",136074,518,4956,3647,23239,9893,62395,4545,5940,20920,8,13
"면부","여자","55~59세",124636,229,2985,1786,15405,6258,73514,2854,2972,18630,0,3
"면부","여자","60~64세",115428,105,1223,598,8090,4479,80969,1878,1372,16710,0,4
"면부","여자","65~69세",118950,38,637,500,3444,3442,93937,1251,546,15148,0,7
"면부","여자","70세 이상",190291,13,563,393,2315,3888,158857,754,383,23107,0,18
"서울특별시","계","합계",4609336,192621,1166525,929604,480995,658545,11299,388647,303590,467694,7631,2185
"서울특별시","계","15~19세",37582,11,5102,4812,10636,8601,1,1051,766,6366,11,225
"서울특별시","계","20~24세",228606,686,64919,54578,43537,38481,148,6800,5087,13279,349,742
"서울특별시","계","25~29세",632859,10355,235365,185437,60037,79135,450,25318,15786,19384,1164,428
"서울특별시","계","30~34세",646687,20751,230946,181796,50442,81630,468,34089,21324,23644,1409,188
"서울특별시","계","35~39세",625127,31214,193430,152048,50414,84031,562,49103,27877,35090,1219,139
"서울특별시","계","40~44세",594570,37288,142829,117567,54801,91275,715,62862,38216,47648,1223,146
"서울특별시","계","45~49세",578405,35002,113189,88858,68136,90042,1146,71718,49053,60002,1150,109
"서울특별시","계","50~54세",538087,27387,85410,71843,68834,82242,2222,67436,56268,75408,950,87
"서울특별시","계","55~59세",356709,16246,51393,40370,42388,51325,1654,40925,44211,68034,113,50
"서울특별시","계","60~64세",207559,7339,24360,18255,19842,29047,1764,19894,27683,59301,32,42
"서울특별시","계","65~69세",104663,3599,11695,8382,8275,14489,1179,6732,12909,37374,11,18
"서울특별시","계","70세 이상",58482,2743,7887,5658,3653,8247,990,2719,4410,22164,0,11
"서울특별시","남자","합계",2604098,160862,641540,477758,169336,339695,8188,290429,268160,239440,7243,1447
"서울특별시","남자","15~19세",16202,11,2307,1543,4140,3386,1,509,641,3527,11,126
"서울특별시","남자","20~24세",73781,155,14382,10458,15875,14640,77,4572,3732,9179,338,373
"서울특별시","남자","25~29세",289487,6188,97774,63581,27587,43707,332,21417,13471,14062,1068,300
"서울특별시","남자","30~34세",367717,14557,126958,87367,23984,49050,374,29153,19265,15683,1189,137
"서울특별시","남자","35~39세",377925,24916,118303,83094,21398,46221,476,38437,24434,19343,1189,114
"서울특별시","남자","40~44세",349027,31935,85222,69509,17472,43794,593,43780,32391,23006,1202,123
"서울특별시","남자","45~49세",331441,31057,68357,56220,17953,39984,900,48245,41249,26239,1140,97
"서울특별시","남자","50~54세",320629,24516,56600,49292,18190,39601,1556,48917,49767,31166,950,74
"서울특별시","남자","55~59세",225028,14820,36734,30746,12002,27582,1128,32250,40479,29128,113,46
"서울특별시","남자","60~64세",140065,6826,19016,14505,6338,17755,1262,16157,26112,32026,32,36
"서울특별시","남자","65~69세",73867,3367,9526,6935,3064,9253,922,5138,12387,23249,11,15
"서울특별시","남자","70세 이상",38929,2514,6361,4508,1333,4722,567,1854,4232,12832,0,6
"서울특별시","여자","합계",2005238,31759,524985,451846,311659,318850,3111,98218,35430,228254,388,738
"서울특별시","여자","15~19세",21380,0,2795,3269,6496,5215,0,542,125,2839,0,99
"서울특별시","여자","20~24세",154825,531,50537,44120,27662,23841,71,2228,1355,4100,11,369
"서울특별시","여자","25~29세",343372,4167,137591,121856,32450,35428,118,3901,2315,5322,96,128
"서울특별시","여자","30~34세",278970,6194,103988,94429,26458,32580,94,4936,2059,7961,220,51
"서울특별시","여자","35~39세",247202,6298,75127,68954,29016,37810,86,10666,3443,15747,30,25
"서울특별시","여자","40~44세",245543,5353,57607,48058,37329,47481,122,19082,5825,24642,21,23
"서울특별시","여자","45~49세",246964,3945,44832,32638,50183,50058,246,23473,7804,33763,10,12
