"시(구)부","행정 및 관리직종사자","55 - 59세",8810,8733
"시(구)부","행정 및 관리직종사자","60 - 64세",3434,3376
"시(구)부","행정 및 관리직종사자","65세이상",1494,1455
"시(구)부","행정 및 관리직종사자","미상",,-
"시(구)부","행정 및 관리직종사자","14세",,-
"시(구)부","사무 및 관련직종사자","계",964114,634283
"시(구)부","사무 및 관련직종사자","15 - 19세",79619,12734
"시(구)부","사무 및 관련직종사자","20 - 24세",258024,56017
"시(구)부","사무 및 관련직종사자","25 - 29세",184710,146495
"시(구)부","사무 및 관련직종사자","30 - 34세",150673,141547
"시(구)부","사무 및 관련직종사자","35 - 39세",104326,99579
"시(구)부","사무 및 관련직종사자","40 - 44세",81884,78244
"시(구)부","사무 및 관련직종사자","45 - 49세",57464,54492
"시(구)부","사무 및 관련직종사자","50 - 54세",30551,29157
"시(구)부","사무 및 관련직종사자","55 - 59세",11855,11331
"시(구)부","사무 및 관련직종사자","60 - 64세",3262,3140
"시(구)부","사무 및 관련직종사자","65세이상",1570,1489
"시(구)부","사무 및 관련직종사자","미상",,-
"시(구)부","사무 및 관련직종사자","14세",176,58
"시(구)부","판매종사자","계",1192308,809334
"시(구)부","판매종사자","15 - 19세",41110,24731
"시(구)부","판매종사자","20 - 24세",109633,59552
"시(구)부","판매종사자","25 - 29세",175468,130056
"시(구)부","판매종사자","30 - 34세",201685,145927
"시(구)부","판매종사자","35 - 39세",192959,132429
"시(구)부","판매종사자","40 - 44세",172259,114823
"시(구)부","판매종사자","45 - 49세",126535,82652
"시(구)부","판매종사자","50 - 54세",79704,51681
"시(구)부","판매종사자","55 - 59세",54230,37580
"시(구)부","판매종사자","60 - 64세",22981,17554
"시(구)부","판매종사자","65세이상",14882,11812
"시(구)부","판매종사자","미상",,-
"시(구)부","판매종사자","14세",862,537
"시(구)부","서비스직종사자","계",683692,330146
"시(구)부","서비스직종사자","15 - 19세",65939,21513
"시(구)부","서비스직종사자","20 - 24세",105950,33550
"시(구)부","서비스직종사자","25 - 29세",92034,49973
"시(구)부","서비스직종사자","30 - 34세",90673,51797
"시(구)부","서비스직종사자","35 - 39세",95713,51410
"시(구)부","서비스직종사자","40 - 44세",88141,46313
"시(구)부","서비스직종사자","45 - 49세",63125,32941
"시(구)부","서비스직종사자","50 - 54세",40498,21130
"시(구)부","서비스직종사자","55 - 59세",22937,12259
"시(구)부","서비스직종사자","60 - 64세",9342,5194
"시(구)부","서비스직종사자","65세이상",4794,2637
"시(구)부","서비스직종사자","미상",,-
"시(구)부","서비스직종사자","14세",4546,1429
"시(구)부","농업,축산업,임업,수산업및수렵업종사자","계",264537,182051
"시(구)부","농업,축산업,임업,수산업및수렵업종사자","15 - 19세",7798,5695
"시(구)부","농업,축산업,임업,수산업및수렵업종사자","20 - 24세",18155,13186
"시(구)부","농업,축산업,임업,수산업및수렵업종사자","25 - 29세",22790,17178
"시(구)부","농업,축산업,임업,수산업및수렵업종사자","30 - 34세",25332,17621
"시(구)부","농업,축산업,임업,수산업및수렵업종사자","35 - 39세",30726,20110
"시(구)부","농업,축산업,임업,수산업및수렵업종사자","40 - 44세",36626,24245
"시(구)부","농업,축산업,임업,수산업및수렵업종사자","45 - 49세",35100,22824
"시(구)부","농업,축산업,임업,수산업및수렵업종사자","50 - 54세",29745,18631
"시(구)부","농업,축산업,임업,수산업및수렵업종사자","55 - 59세",26316,18132
"시(구)부","농업,축산업,임업,수산업및수렵업종사자","60 - 64세",17310,13230
"시(구)부","농업,축산업,임업,수산업및수렵업종사자","65세이상",14383,11063
"시(구)부","농업,축산업,임업,수산업및수렵업종사자","미상",,-
"시(구)부","농업,축산업,임업,수산업및수렵업종사자","14세",256,136
"시(구)부","생산및관련종사자,운수장비운전사및단순노무자","계",2744667,2029437
"시(구)부","생산및관련종사자,운수장비운전사및단순노무자","15 - 19세",447599,172280
"시(구)부","생산및관련종사자,운수장비운전사및단순노무자","20 - 24세",544076,303005
"시(구)부","생산및관련종사자,운수장비운전사및단순노무자","25 - 29세",476810,435757
"시(구)부","생산및관련종사자,운수장비운전사및단순노무자","30 - 34세",389453,355835
"시(구)부","생산및관련종사자,운수장비운전사및단순노무자","35 - 39세",312959,275649
"시(구)부","생산및관련종사자,운수장비운전사및단순노무자","40 - 44세",250245,215605
"시(구)부","생산및관련종사자,운수장비운전사및단순노무자","45 - 49세",159744,136259
"시(구)부","생산및관련종사자,운수장비운전사및단순노무자","50 - 54세",84348,72158
"시(구)부","생산및관련종사자,운수장비운전사및단순노무자","55 - 59세",46432,40889
"시(구)부","생산및관련종사자,운수장비운전사및단순노무자","60 - 64세",14823,12977
"시(구)부","생산및관련종사자,운수장비운전사및단순노무자","65세이상",6456,5407
"시(구)부","생산및관련종사자,운수장비운전사및단순노무자","미상",,-
"시(구)부","생산및관련종사자,운수장비운전사및단순노무자","14세",11722,3616
"시(구)부","분류불능자","계",305,278
"시(구)부","분류불능자","15 - 19세",,-
"시(구)부","분류불능자","20 - 24세",,-
"시(구)부","분류불능자","25 - 29세",,-
"시(구)부","분류불능자","30 - 34세",305,278
"시(구)부","분류불능자","35 - 39세",,-
"시(구)부","분류불능자","40 - 44세",,-
"시(구)부","분류불능자","45 - 49세",,-
"시(구)부","분류불능자","50 - 54세",,-
"시(구)부","분류불능자","55 - 59세",,-
"시(구)부","분류불능자","60 - 64세",,-
"시(구)부","분류불능자","65세이상",,-
"시(구)부","분류불능자","미상",,-
"시(구)부","분류불능자","14세",,-
"읍부","계","계",1504754,965006
"읍부","계","15 - 19세",112063,51459
"읍부","계","20 - 24세",194311,103781
"읍부","계","25 - 29세",193701,144293
"읍부","계","30 - 34세",185655,137088
"읍부","계","35 - 39세",177665,121521
"읍부","계","40 - 44세",183314,120181
"읍부","계","45 - 49세",157409,98351
"읍부","계","50 - 54세",112471,67256
"읍부","계","55 - 59세",89610,55897
"읍부","계","60 - 64세",51898,34672
