"행정구역별","산업별","조직형태별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"대구","공공행정, 국방 및 사회보장 행정(84)","계","사업체수[개]","개","425","423","427","414","418","419","423","423","425","445","447","450","449","449","442",
"대구","공공행정, 국방 및 사회보장 행정(84)","계","종사자수[명]","명","24155","24826","26413","31099","32363","29889","29403","28870","28943","28898","28668","29855","30055","30502","31212",
"대구","공공행정, 국방 및 사회보장 행정(84)","개인사업체","사업체수[개]","개","","","","","","","","","","","","","","","",
"대구","공공행정, 국방 및 사회보장 행정(84)","개인사업체","종사자수[명]","명","","","","","","","","","","","","","","","",
"대구","공공행정, 국방 및 사회보장 행정(84)","회사법인","사업체수[개]","개","","","","","","","","","","","","","","","",
"대구","공공행정, 국방 및 사회보장 행정(84)","회사법인","종사자수[명]","명","","","","","","","","","","","","","","","",
"대구","공공행정, 국방 및 사회보장 행정(84)","회사이외법인","사업체수[개]","개","3","5","424","412","416","418","422","422","424","445","447","448","446","445","442",
"대구","공공행정, 국방 및 사회보장 행정(84)","회사이외법인","종사자수[명]","명","56","159","26328","31057","32318","29873","29387","28851","28927","28898","28668","29841","30032","30469","31212",
"대구","공공행정, 국방 및 사회보장 행정(84)","비법인단체","사업체수[개]","개","422","418","3","2","2","1","1","1","1","","","2","3","4","",
"대구","공공행정, 국방 및 사회보장 행정(84)","비법인단체","종사자수[명]","명","24099","24667","85","X","X","X","X","X","X","","","X","23","33","",
"대구","교육 서비스업(85)","계","사업체수[개]","개","9347","9865","10264","10523","10486","10649","10574","10584","10369","10143","10632","10835","10957","11090","10885",
"대구","교육 서비스업(85)","계","종사자수[명]","명","62746","65533","66976","70669","70452","71512","74200","74779","74607","76527","77322","78550","77969","81327","76589",
"대구","교육 서비스업(85)","개인사업체","사업체수[개]","개","8277","8765","9165","9380","9250","9376","9240","9212","8958","8777","9183","9360","9435","9511","9192",
"대구","교육 서비스업(85)","개인사업체","종사자수[명]","명","20303","21206","22000","22776","22088","21875","21526","21524","21097","21647","22203","23530","23578","23988","19144",
"대구","교육 서비스업(85)","회사법인","사업체수[개]","개","253","281","295","329","367","373","408","422","455","437","493","485","528","550","551",
"대구","교육 서비스업(85)","회사법인","종사자수[명]","명","5451","5750","5785","6408","6576","6136","6572","6316","6335","6914","7069","7053","7037","7283","5852",
"대구","교육 서비스업(85)","회사이외법인","사업체수[개]","개","377","369","674","684","719","728","732","752","768","765","782","791","813","831","965",
"대구","교육 서비스업(85)","회사이외법인","종사자수[명]","명","13062","14513","38055","40403","40688","42288","44906","45563","45653","46429","46541","46340","45731","48420","49405",
"대구","교육 서비스업(85)","비법인단체","사업체수[개]","개","440","450","130","130","150","172","194","198","188","164","174","199","181","198","177",
"대구","교육 서비스업(85)","비법인단체","종사자수[명]","명","23930","24064","1136","1082","1100","1213","1196","1376","1522","1537","1509","1627","1623","1636","2188",
"대구","보건업 및 사회복지 서비스업(86~87)","계","사업체수[개]","개","4254","4407","4624","4885","5267","5575","5939","6203","6397","6284","6806","7026","7100","7285","7183",
"대구","보건업 및 사회복지 서비스업(86~87)","계","종사자수[명]","명","39172","42208","46926","50835","56002","59294","64471","68737","71778","73436","82858","87530","96782","100706","108702",
"대구","보건업 및 사회복지 서비스업(86~87)","개인사업체","사업체수[개]","개","3281","3436","3680","3906","4309","4580","4900","5018","5088","5098","5390","5545","5463","5413","4081",
"대구","보건업 및 사회복지 서비스업(86~87)","개인사업체","종사자수[명]","명","18653","20701","23431","26936","30061","32286","35428","36353","37991","39445","43539","45812","46769","46499","35704",
"대구","보건업 및 사회복지 서비스업(86~87)","회사법인","사업체수[개]","개","8","11","13","18","25","31","58","42","34","24","42","40","44","52","60",
"대구","보건업 및 사회복지 서비스업(86~87)","회사법인","종사자수[명]","명","67","73","394","353","347","578","831","629","499","433","558","569","635","874","995",
"대구","보건업 및 사회복지 서비스업(86~87)","회사이외법인","사업체수[개]","개","923","914","475","482","526","537","576","630","696","726","788","792","850","879","1122",
"대구","보건업 및 사회복지 서비스업(86~87)","회사이외법인","종사자수[명]","명","19748","20658","20156","20089","22536","23394","25124","27362","28179","29255","31960","33205","38664","38607","48560",
"대구","보건업 및 사회복지 서비스업(86~87)","비법인단체","사업체수[개]","개","42","46","456","479","407","427","405","513","579","436","586","649","743","941","1920",
"대구","보건업 및 사회복지 서비스업(86~87)","비법인단체","종사자수[명]","명","704","776","2945","3457","3058","3036","3088","4393","5109","4303","6801","7944","10714","14726","23443",
"대구","예술, 스포츠 및 여가관련 서비스업(90~91)","계","사업체수[개]","개","5078","5176","5340","5488","5432","5446","5527","5469","5380","5112","5592","5892","5971","6010","5846",
"대구","예술, 스포츠 및 여가관련 서비스업(90~91)","계","종사자수[명]","명","13006","13484","13513","14079","13496","14021","14482","14832","14527","14533","16440","17022","17785","18304","14525",
"대구","예술, 스포츠 및 여가관련 서비스업(90~91)","개인사업체","사업체수[개]","개","4931","5017","5183","5315","5229","5225","5244","5162","5059","4759","5228","5477","5537","5523","5335",
"대구","예술, 스포츠 및 여가관련 서비스업(90~91)","개인사업체","종사자수[명]","명","9637","9936","9908","10034","9291","9701","9893","9969","9873","9341","10942","11148","11625","11807","9123",
"대구","예술, 스포츠 및 여가관련 서비스업(90~91)","회사법인","사업체수[개]","개","47","56","58","67","82","80","98","91","108","121","124","156","161","181","211",
"대구","예술, 스포츠 및 여가관련 서비스업(90~91)","회사법인","종사자수[명]","명","1321","1382","1318","1533","1580","1678","1737","1756","1701","1942","2192","2447","2254","2300","2035",
"대구","예술, 스포츠 및 여가관련 서비스업(90~91)","회사이외법인","사업체수[개]","개","54","56","75","75","80","91","95","108","114","123","124","136","143","160","249",
"대구","예술, 스포츠 및 여가관련 서비스업(90~91)","회사이외법인","종사자수[명]","명","490","546","2213","2352","2335","2384","2518","2560","2495","2603","2611","2711","3141","3378","3272",
"대구","예술, 스포츠 및 여가관련 서비스업(90~91)","비법인단체","사업체수[개]","개","46","47","24","31","41","50","90","108","99","109","116","123","130","146","51",
"대구","예술, 스포츠 및 여가관련 서비스업(90~91)","비법인단체","종사자수[명]","명","1558","1620","74","160","290","258","334","547","458","647","695","716","765","819","95",
"대구","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계","사업체수[개]","개","19349","19533","19633","19830","19942","20060","20585","20680","20545","20504","20757","21323","21604","21599","21814",
"대구","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계","종사자수[명]","명","37838","39060","38406","39725","38884","40227","41174","41152","41315","44100","42799","42236","43011","43196","39034",
"대구","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","개인사업체","사업체수[개]","개","16136","16240","16272","16408","16478","16507","16747","16795","16707","16500","16818","17290","17588","17608","17785",
"대구","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","개인사업체","종사자수[명]","명","26948","27269","26848","27829","27279","27761","28138","27918","27928","27717","28278","28012","28530","28659","25441",
"대구","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","회사법인","사업체수[개]","개","222","238","246","255","274","264","271","272","275","301","288","298","317","336","347",
"대구","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","회사법인","종사자수[명]","명","3271","4149","3891","4006","4300","4393","4295","4135","4461","4839","4588","4811","5005","5095","4656",
"대구","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","회사이외법인","사업체수[개]","개","2987","3044","515","469","459","453","546","557","582","651","729","729","813","841","3001",
"대구","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","회사이외법인","종사자수[명]","명","7603","7611","2347","2147","1960","2251","2523","2574","2750","3375","3838","3448","3668","3696","7852",
"대구","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","비법인단체","사업체수[개]","개","4","11","2600","2698","2731","2836","3021","3056","2981","3052","2922","3006","2886","2814","681",
"대구","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","비법인단체","종사자수[명]","명","16","31","5320","5743","5345","5822","6218","6525","6176","8169","6095","5965","5808","5746","1085",
"인천","전체 산업","계","사업체수[개]","개","155433","158698","157979","159595","163653","169419","177196","177988","183593","186011","191566","196705","202493","206244","216249",
"인천","전체 산업","계","종사자수[명]","명","745089","765757","765010","790189","827734","848376","871491","895633","931795","984652","1004747","1034344","1070454","1092494","1051036",
"인천","전체 산업","개인사업체","사업체수[개]","개","133698","135938","135130","135944","138811","143175","148579","147927","150549","152471","156873","159987","163723","165670","171363",
"인천","전체 산업","개인사업체","종사자수[명]","명","336582","346553","340536","349279","356469","367364","377191","380180","386744","400414","413283","423671","432468","440576","372282",
"인천","전체 산업","회사법인","사업체수[개]","개","13707","14184","14198","14645","15571","16735","18758","19805","22452","23119","24104","25801","27430","28715","30919",
"인천","전체 산업","회사법인","종사자수[명]","명","297715","301426","302787","313248","338599","346549","359555","372522","391393","425778","428390","441650","458067","459441","451016",
"인천","전체 산업","회사이외법인","사업체수[개]","개","6823","7341","2979","3059","3175","3262","3398","3627","3911","3971","4139","4177","4489","4773","9292",
"인천","전체 산업","회사이외법인","종사자수[명]","명","53159","57581","101466","106535","111949","112690","111969","116294","124223","130492","133498","136754","143670","151423","184383",
"인천","전체 산업","비법인단체","사업체수[개]","개","1205","1235","5672","5947","6096","6247","6461","6629","6681","6450","6450","6740","6851","7086","4675",
"인천","전체 산업","비법인단체","종사자수[명]","명","57633","60197","20221","21127","20717","21773","22776","26637","29435","27968","29576","32269","36249","41054","43355",
"인천","농업, 임업 및 어업(01~03)","계","사업체수[개]","개","16","19","24","23","19","18","19","22","30","27","27","33","36","47","66",
"인천","농업, 임업 및 어업(01~03)","계","종사자수[명]","명","178","173","235","173","144","125","123","165","176","205","264","294","201","209","337",
"인천","농업, 임업 및 어업(01~03)","개인사업체","사업체수[개]","개","1","1","","","","","","","","","","","","","",
"인천","농업, 임업 및 어업(01~03)","개인사업체","종사자수[명]","명","X","X","","","","","","","","","","","","","",
"인천","농업, 임업 및 어업(01~03)","회사법인","사업체수[개]","개","2","2","4","6","6","3","6","8","8","11","12","15","19","26","42",
"인천","농업, 임업 및 어업(01~03)","회사법인","종사자수[명]","명","X","X","43","61","50","30","34","40","19","55","53","59","60","68","113",
"인천","농업, 임업 및 어업(01~03)","회사이외법인","사업체수[개]","개","13","16","12","12","9","12","11","11","18","14","13","16","16","18","24",
"인천","농업, 임업 및 어업(01~03)","회사이외법인","종사자수[명]","명","145","144","161","101","63","89","86","77","109","107","122","147","111","138","224",
"인천","농업, 임업 및 어업(01~03)","비법인단체","사업체수[개]","개","","","8","5","4","3","2","3","4","2","2","2","1","3","",
"인천","농업, 임업 및 어업(01~03)","비법인단체","종사자수[명]","명","","","31","11","31","6","X","48","48","X","X","X","X","3","",
"인천","광업(05~08)","계","사업체수[개]","개","30","31","27","28","29","28","30","32","38","32","34","35","32","31","31",
"인천","광업(05~08)","계","종사자수[명]","명","545","607","577","578","587","538","572","546","615","610","639","634","549","531","549",
"인천","광업(05~08)","개인사업체","사업체수[개]","개","10","7","7","8","9","10","11","12","13","8","13","14","11","11","9",
"인천","광업(05~08)","개인사업체","종사자수[명]","명","63","46","61","55","49","56","74","76","73","63","99","90","41","53","33",
"인천","광업(05~08)","회사법인","사업체수[개]","개","20","24","20","20","20","18","19","20","25","24","21","21","21","20","22",
"인천","광업(05~08)","회사법인","종사자수[명]","명","482","561","516","523","538","482","498","470","542","547","540","544","508","478","516",
"인천","광업(05~08)","회사이외법인","사업체수[개]","개","","","","","","","","","","","","","","","",
"인천","광업(05~08)","회사이외법인","종사자수[명]","명","","","","","","","","","","","","","","","",
"인천","광업(05~08)","비법인단체","사업체수[개]","개","","","","","","","","","","","","","","","",
"인천","광업(05~08)","비법인단체","종사자수[명]","명","","","","","","","","","","","","","","","",
"인천","제조업(10~34)","계","사업체수[개]","개","20855","20950","20118","19788","20518","21219","22539","22566","23667","24762","24738","24826","25235","25190","26123",
"인천","제조업(10~34)","계","종사자수[명]","명","218490","216224","208604","206296","216901","220821","226191","229048","234742","245240","248950","250329","247361","244352","237632",
"인천","제조업(10~34)","개인사업체","사업체수[개]","개","16304","16309","15597","15261","15821","16204","16933","16666","17128","17851","17722","17443","17276","17016","17648",
"인천","제조업(10~34)","개인사업체","종사자수[명]","명","76597","76612","70209","69433","72797","73252","72529","70638","70857","72174","71653","70344","67630","65003","61030",
"인천","제조업(10~34)","회사법인","사업체수[개]","개","4526","4614","4494","4505","4667","4986","5577","5860","6472","6849","6954","7312","7886","8088","8390",
"인천","제조업(10~34)","회사법인","종사자수[명]","명","141517","139255","137865","136549","143633","147107","153243","157821","163164","172130","176377","179068","178786","178394","175425",
"인천","제조업(10~34)","회사이외법인","사업체수[개]","개","25","27","23","20","22","25","25","34","59","54","54","63","64","73","85",
"인천","제조업(10~34)","회사이외법인","종사자수[명]","명","376","357","491","295","341","428","396","475","599","773","708","729","748","839","1177",
"인천","제조업(10~34)","비법인단체","사업체수[개]","개","","","4","2","8","4","4","6","8","8","8","8","9","13","",
"인천","제조업(10~34)","비법인단체","종사자수[명]","명","","","39","X","130","34","23","114","122","163","212","188","197","116","",
"인천","전기, 가스, 증기 및 공기조절 공급업(35)","계","사업체수[개]","개","46","46","45","45","52","53","54","56","58","58","57","63","67","71","76",
"인천","전기, 가스, 증기 및 공기조절 공급업(35)","계","종사자수[명]","명","3161","3155","2935","3337","3176","3070","3054","3430","3562","3702","3557","3799","3726","4069","3980",
"인천","전기, 가스, 증기 및 공기조절 공급업(35)","개인사업체","사업체수[개]","개","1","1","","","1","1","2","2","1","1","2","7","7","10","13",
"인천","전기, 가스, 증기 및 공기조절 공급업(35)","개인사업체","종사자수[명]","명","X","X","","","X","X","X","X","X","X","X","93","99","99","102",
"인천","전기, 가스, 증기 및 공기조절 공급업(35)","회사법인","사업체수[개]","개","21","18","20","21","25","27","26","28","32","32","31","31","34","37","40",
"인천","전기, 가스, 증기 및 공기조절 공급업(35)","회사법인","종사자수[명]","명","1985","1974","2046","2036","1975","1985","1981","2314","2476","2549","2458","2418","2305","2585","2633",
"인천","전기, 가스, 증기 및 공기조절 공급업(35)","회사이외법인","사업체수[개]","개","20","20","25","24","26","25","26","26","23","23","22","23","24","22","23",
"인천","전기, 가스, 증기 및 공기조절 공급업(35)","회사이외법인","종사자수[명]","명","1159","1154","889","1301","1176","1058","1047","1086","1049","1147","1093","1284","1318","1381","1245",
"인천","전기, 가스, 증기 및 공기조절 공급업(35)","비법인단체","사업체수[개]","개","4","7","","","","","","","2","2","2","2","2","2","",
"인천","전기, 가스, 증기 및 공기조절 공급업(35)","비법인단체","종사자수[명]","명","14","24","","","","","","","X","X","X","X","X","X","",
"인천","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","사업체수[개]","개","304","313","313","309","337","363","390","402","444","452","449","452","495","516","529",
"인천","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","종사자수[명]","명","4729","5222","5419","5348","5574","5232","5393","6023","6007","6234","6163","6160","6488","7096","7064",
"인천","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","개인사업체","사업체수[개]","개","71","65","64","66","69","82","104","102","112","125","131","128","141","140","154",
"인천","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","개인사업체","종사자수[명]","명","454","357","375","349","439","493","565","584","531","577","546","523","492","551","534",
"인천","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사법인","사업체수[개]","개","199","214","212","211","236","251","257","271","303","295","289","295","322","345","344",
"인천","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사법인","종사자수[명]","명","2779","3181","3325","3287","3479","3329","3453","3878","3973","4144","4139","4109","4409","4800","4744",
"인천","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사이외법인","사업체수[개]","개","8","9","33","31","29","28","27","27","27","30","28","28","30","28","30",
"인천","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사이외법인","종사자수[명]","명","574","682","1637","1710","1647","1406","1371","1556","1498","1509","1476","1527","1582","1738","1784",
"인천","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","비법인단체","사업체수[개]","개","26","25","4","1","3","2","2","2","2","2","1","1","2","3","1",
"인천","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","비법인단체","종사자수[명]","명","922","1002","82","X","9","X","X","X","X","X","X","X","X","7","X",
"인천","건설업(41~42)","계","사업체수[개]","개","4132","4354","4363","4367","4511","4755","4885","4911","5193","5346","5561","5859","6278","6463","7205",
"인천","건설업(41~42)","계","종사자수[명]","명","28308","32057","30565","30928","43769","38362","36505","36624","36941","49158","48871","51119","55565","56774","58179",
"인천","건설업(41~42)","개인사업체","사업체수[개]","개","2661","2767","2797","2742","2835","2907","3001","2933","3042","3163","3349","3514","3746","3839","4259",
"인천","건설업(41~42)","개인사업체","종사자수[명]","명","6403","6709","7359","7388","7493","7049","6806","6738","7034","8228","9414","10091","11329","12666","9048",
"인천","건설업(41~42)","회사법인","사업체수[개]","개","1469","1585","1565","1624","1672","1847","1881","1974","2148","2180","2205","2337","2522","2610","2931",
"인천","건설업(41~42)","회사법인","종사자수[명]","명","21871","25338","23200","23388","36248","31311","29667","29743","29856","40888","39392","40971","44156","43987","48975",
"인천","건설업(41~42)","회사이외법인","사업체수[개]","개","2","2","1","1","4","","2","2","2","2","4","5","8","12","15",
"인천","건설업(41~42)","회사이외법인","종사자수[명]","명","X","X","X","X","28","","X","X","X","X","33","27","53","84","156",
"인천","건설업(41~42)","비법인단체","사업체수[개]","개","","","","","","1","1","2","1","1","3","3","2","2","",
"인천","건설업(41~42)","비법인단체","종사자수[명]","명","","","","","","X","X","X","X","X","32","30","X","X","",
"인천","도매 및 소매업(45~47)","계","사업체수[개]","개","38165","38658","37893","38187","39438","40789","42278","42640","44334","45181","45898","46705","47008","46874","49191",
"인천","도매 및 소매업(45~47)","계","종사자수[명]","명","108075","110176","108934","110783","113730","116744","121133","126809","130472","136060","139481","143663","146626","147971","132056",
"인천","도매 및 소매업(45~47)","개인사업체","사업체수[개]","개","34979","35243","34449","34613","35541","36692","37543","37510","38173","39090","39098","39319","39524","39017","40535",
"인천","도매 및 소매업(45~47)","개인사업체","종사자수[명]","명","76139","78574","76644","77865","78246","81039","83303","84382","85184","88841","88308","89463","89718","90787","77416",
"인천","도매 및 소매업(45~47)","회사법인","사업체수[개]","개","3100","3324","3349","3474","3766","3967","4603","4984","5968","5919","6635","7217","7303","7658","8456",
"인천","도매 및 소매업(45~47)","회사법인","종사자수[명]","명","31475","31015","31557","32088","34400","34510","36953","41430","44256","46390","50336","53391","56022","56209","53708",
"인천","도매 및 소매업(45~47)","회사이외법인","사업체수[개]","개","84","89","79","85","105","104","98","116","167","137","130","136","153","165","189",
"인천","도매 및 소매업(45~47)","회사이외법인","종사자수[명]","명","448","580","671","661","941","1059","736","886","924","719","706","719","804","849","901",
"인천","도매 및 소매업(45~47)","비법인단체","사업체수[개]","개","2","2","16","15","26","26","34","30","26","35","35","33","28","34","11",
"인천","도매 및 소매업(45~47)","비법인단체","종사자수[명]","명","X","X","62","169","143","136","141","111","108","110","131","90","82","126","31",
"인천","운수 및 창고업(49~52)","계","사업체수[개]","개","19217","20021","20067","20069","20054","21083","23400","22755","23081","23238","24271","24187","26111","26774","27777",
"인천","운수 및 창고업(49~52)","계","종사자수[명]","명","57430","57766","57189","64115","62485","67249","68879","66874","72358","76377","77026","76998","84685","83113","80897",
"인천","운수 및 창고업(49~52)","개인사업체","사업체수[개]","개","17860","18631","18708","18614","18558","19491","21595","20934","21056","21274","22223","22066","23910","24559","25535",
"인천","운수 및 창고업(49~52)","개인사업체","종사자수[명]","명","22356","22802","21970","22515","22369","24001","25849","25004","25368","26031","27494","26924","29091","29794","29789",
"인천","운수 및 창고업(49~52)","회사법인","사업체수[개]","개","1259","1256","1215","1297","1310","1401","1587","1577","1750","1678","1735","1819","1904","1929","1953",
"인천","운수 및 창고업(49~52)","회사법인","종사자수[명]","명","31809","31743","31802","38423","36386","40109","40826","38998","42434","45297","44047","44567","50064","47721","45065",
"인천","운수 및 창고업(49~52)","회사이외법인","사업체수[개]","개","91","126","138","152","176","177","201","225","250","262","289","276","278","266","289",
"인천","운수 및 창고업(49~52)","회사이외법인","종사자수[명]","명","2989","2994","3357","3115","3660","3047","2090","2757","4404","4975","5392","5300","5328","5391","6043",
"인천","운수 및 창고업(49~52)","비법인단체","사업체수[개]","개","7","8","6","6","10","14","17","19","25","24","24","26","19","20","",
"인천","운수 및 창고업(49~52)","비법인단체","종사자수[명]","명","276","227","60","62","70","92","114","115","152","74","93","207","202","207","",
"인천","숙박 및 음식점업(55~56)","계","사업체수[개]","개","28905","28939","28755","29144","29839","30760","31708","32198","33116","33295","34301","35316","36043","37321","40245",
"인천","숙박 및 음식점업(55~56)","계","종사자수[명]","명","75527","77833","77411","79446","80976","84077","88422","91929","97319","99532","102169","104921","111297","114801","98604",
"인천","숙박 및 음식점업(55~56)","개인사업체","사업체수[개]","개","28617","28633","28443","28817","29443","30297","31124","31516","32191","32226","33105","33977","34521","35735","38494",
"인천","숙박 및 음식점업(55~56)","개인사업체","종사자수[명]","명","70416","72338","72071","73675","73912","76295","79708","82156","84845","84965","86921","89459","93961","98343","84314",
"인천","숙박 및 음식점업(55~56)","회사법인","사업체수[개]","개","279","293","302","318","373","439","554","646","881","1024","1138","1268","1430","1490","1638",
"인천","숙박 및 음식점업(55~56)","회사법인","종사자수[명]","명","4977","5371","5244","5662","6653","7364","8323","9406","12069","14207","14783","15024","16655","15655","13560",
"인천","숙박 및 음식점업(55~56)","회사이외법인","사업체수[개]","개","8","11","6","7","13","11","13","17","20","21","27","33","47","47","112",
"인천","숙박 및 음식점업(55~56)","회사이외법인","종사자수[명]","명","124","115","75","93","332","311","266","221","251","221","270","205","338","407","726",
"인천","숙박 및 음식점업(55~56)","비법인단체","사업체수[개]","개","1","2","4","2","10","13","17","19","24","24","31","38","45","49","1",
"인천","숙박 및 음식점업(55~56)","비법인단체","종사자수[명]","명","X","X","21","X","79","107","125","146","154","139","195","233","343","396","X",
"인천","정보통신업(58~63)","계","사업체수[개]","개","477","496","494","486","519","593","658","676","801","854","861","947","1023","1089","1260",
"인천","정보통신업(58~63)","계","종사자수[명]","명","6413","6054","6647","6156","6029","6552","6880","6757","7564","8039","8176","9043","9902","10200","10144",
"인천","정보통신업(58~63)","개인사업체","사업체수[개]","개","211","219","205","183","211","266","291","291","345","375","384","406","450","484","583",
"인천","정보통신업(58~63)","개인사업체","종사자수[명]","명","752","847","811","827","726","965","1032","1025","1126","1234","1338","1147","1266","1253","1297",
"인천","정보통신업(58~63)","회사법인","사업체수[개]","개","184","193","202","214","221","241","280","296","363","388","388","453","484","521","597",
"인천","정보통신업(58~63)","회사법인","종사자수[명]","명","3813","3471","4003","3601","3604","3767","4096","4154","4439","4907","4953","5978","6648","6912","6780",
"인천","정보통신업(58~63)","회사이외법인","사업체수[개]","개","5","5","85","89","87","84","85","85","88","88","87","86","87","83","79",
"인천","정보통신업(58~63)","회사이외법인","종사자수[명]","명","98","98","1820","1728","1699","1817","1747","1558","1980","1895","1883","1916","1985","2034","2066",
"인천","정보통신업(58~63)","비법인단체","사업체수[개]","개","77","79","2","","","2","2","4","5","3","2","2","2","1","1",
"인천","정보통신업(58~63)","비법인단체","종사자수[명]","명","1750","1638","X","","","X","X","20","19","3","X","X","X","X","X",
"인천","금융 및 보험업(64~66)","계","사업체수[개]","개","1409","1480","1483","1515","1559","1591","1644","1652","1651","1685","1720","1770","1802","1771","1723",
"인천","금융 및 보험업(64~66)","계","종사자수[명]","명","22887","22817","23656","24563","24604","25134","25995","24960","25419","25460","25498","25929","25635","25519","23236",
"인천","금융 및 보험업(64~66)","개인사업체","사업체수[개]","개","241","241","210","212","213","213","216","219","215","204","227","258","263","256","284",
"인천","금융 및 보험업(64~66)","개인사업체","종사자수[명]","명","549","609","483","512","500","463","522","478","533","530","605","642","687","764","552",
"인천","금융 및 보험업(64~66)","회사법인","사업체수[개]","개","691","744","763","777","817","828","939","908","906","948","969","987","1008","984","920",
"인천","금융 및 보험업(64~66)","회사법인","종사자수[명]","명","16467","16153","16978","17704","17874","18153","19861","18627","19077","19026","19072","19370","18676","18242","16363",
"인천","금융 및 보험업(64~66)","회사이외법인","사업체수[개]","개","477","494","506","525","529","548","486","522","526","531","522","522","528","527","518",
"인천","금융 및 보험업(64~66)","회사이외법인","종사자수[명]","명","5871","6045","6176","6345","6230","6494","5605","5850","5780","5900","5817","5912","6267","6497","6320",
"인천","금융 및 보험업(64~66)","비법인단체","사업체수[개]","개","","1","4","1","","2","3","3","4","2","2","3","3","4","1",
"인천","금융 및 보험업(64~66)","비법인단체","종사자수[명]","명","","X","19","X","","X","7","5","29","X","X","5","5","16","X",
"인천","부동산업(68)","계","사업체수[개]","개","5904","6631","7145","7320","6971","6876","6656","6503","6676","6662","7274","7729","8175","8523","9229",
"인천","부동산업(68)","계","종사자수[명]","명","18284","19877","20061","20571","18987","19309","18550","18661","19338","19491","20923","21758","23363","23743","23286",
"인천","부동산업(68)","개인사업체","사업체수[개]","개","4702","5303","5777","5880","5482","5341","5004","4816","4852","4779","5280","5569","5873","5859","6336",
"인천","부동산업(68)","개인사업체","종사자수[명]","명","7876","8877","9118","9110","8390","8236","7661","7530","7786","7520","8339","8601","8902","8751","8293",
"인천","부동산업(68)","회사법인","사업체수[개]","개","551","407","482","491","609","634","696","688","803","867","924","1014","1127","1405","1633",
"인천","부동산업(68)","회사법인","종사자수[명]","명","5371","3610","4166","4076","4899","4936","5204","4882","5576","5977","6212","6490","7121","7785","7510",
"인천","부동산업(68)","회사이외법인","사업체수[개]","개","647","916","70","82","55","57","64","60","75","71","88","84","88","114","888",
"인천","부동산업(68)","회사이외법인","종사자수[명]","명","5002","7336","1377","1544","791","1099","504","722","732","1070","1341","1220","1350","1544","6341",
"인천","부동산업(68)","비법인단체","사업체수[개]","개","4","5","816","867","825","844","892","939","946","945","982","1062","1087","1145","372",
"인천","부동산업(68)","비법인단체","종사자수[명]","명","35","54","5400","5841","4907","5038","5181","5527","5244","4924","5031","5447","5990","5663","1142",
"인천","전문, 과학 및 기술 서비스업(70~73)","계","사업체수[개]","개","2156","2240","2289","2353","2401","2613","2775","2864","3113","3284","3351","3498","3840","4105","4523",
"인천","전문, 과학 및 기술 서비스업(70~73)","계","종사자수[명]","명","15339","16718","17678","19803","19317","21457","21356","22672","25399","28242","28743","27677","30601","31577","35535",
"인천","전문, 과학 및 기술 서비스업(70~73)","개인사업체","사업체수[개]","개","1683","1707","1705","1717","1714","1833","1945","1936","2086","2199","2282","2318","2480","2629","2868",
"인천","전문, 과학 및 기술 서비스업(70~73)","개인사업체","종사자수[명]","명","5951","6064","5981","5902","5769","6217","6413","6327","6743","7329","7800","7577","7990","8156","8053",
"인천","전문, 과학 및 기술 서비스업(70~73)","회사법인","사업체수[개]","개","354","388","428","465","473","553","616","657","716","762","735","814","963","1062","1230",
"인천","전문, 과학 및 기술 서비스업(70~73)","회사법인","종사자수[명]","명","6141","7348","8186","9960","9170","10726","10243","11493","13158","15405","14930","13892","15735","15781","19842",
"인천","전문, 과학 및 기술 서비스업(70~73)","회사이외법인","사업체수[개]","개","109","134","145","160","202","219","208","263","301","314","324","350","383","396","422",
"인천","전문, 과학 및 기술 서비스업(70~73)","회사이외법인","종사자수[명]","명","2276","2466","3458","3809","4345","4490","4684","4828","5467","5475","5992","6157","6844","7551","7635",
"인천","전문, 과학 및 기술 서비스업(70~73)","비법인단체","사업체수[개]","개","10","11","11","11","12","8","6","8","10","9","10","16","14","18","3",
