"행정구역별","산업별","조직형태별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"전북","광업(05~08)","개인사업체","종사자수[명]","명","151","148","135","155","139","152","123","143","147","172","153","154","132","138","144",
"전북","광업(05~08)","회사법인","사업체수[개]","개","52","50","55","62","53","58","62","67","79","72","70","67","70","69","61",
"전북","광업(05~08)","회사법인","종사자수[명]","명","634","584","770","703","612","634","737","767","864","933","862","776","838","830","681",
"전북","광업(05~08)","회사이외법인","사업체수[개]","개","","","","","","","","","","1","","1","1","1","",
"전북","광업(05~08)","회사이외법인","종사자수[명]","명","","","","","","","","","","X","","X","X","X","",
"전북","광업(05~08)","비법인단체","사업체수[개]","개","","","","","","","","","","","","","","","",
"전북","광업(05~08)","비법인단체","종사자수[명]","명","","","","","","","","","","","","","","","",
"전북","제조업(10~34)","계","사업체수[개]","개","9817","9953","9750","10030","10065","10362","10774","11218","12303","12661","12588","12709","12933","13288","13423",
"전북","제조업(10~34)","계","종사자수[명]","명","83276","85755","85013","94331","99351","105744","109262","116051","120601","122344","118968","117665","115285","117056","114855",
"전북","제조업(10~34)","개인사업체","사업체수[개]","개","8047","8037","7740","7770","7707","7763","7885","8002","8586","8829","8716","8700","8630","8741","8876",
"전북","제조업(10~34)","개인사업체","종사자수[명]","명","22955","22869","21530","23664","23848","24623","24671","24603","26190","26747","25621","24730","23722","23730","22391",
"전북","제조업(10~34)","회사법인","사업체수[개]","개","1522","1646","1725","1973","2084","2387","2532","2801","3147","3271","3370","3422","3778","3946","4009",
"전북","제조업(10~34)","회사법인","종사자수[명]","명","58110","60638","60833","68482","73534","79400","82130","88862","90674","91854","89669","88938","88102","89295","88795",
"전북","제조업(10~34)","회사이외법인","사업체수[개]","개","247","270","276","284","264","198","348","402","560","551","491","566","511","585","537",
"전북","제조업(10~34)","회사이외법인","종사자수[명]","명","2206","2248","2616","2180","1902","1674","2429","2539","3698","3716","3644","3920","3398","3951","3668",
"전북","제조업(10~34)","비법인단체","사업체수[개]","개","1","","9","3","10","14","9","13","10","10","11","21","14","16","1",
"전북","제조업(10~34)","비법인단체","종사자수[명]","명","X","","34","5","67","47","32","47","39","27","34","77","63","80","X",
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","계","사업체수[개]","개","62","64","64","77","80","79","91","88","102","121","120","131","164","200","600",
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","계","종사자수[명]","명","1693","1749","1931","2553","2486","2618","2011","1972","2127","2259","2092","2200","2525","2670","3283",
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","개인사업체","사업체수[개]","개","5","5","5","13","12","13","16","16","19","28","34","40","53","63","429",
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","개인사업체","종사자수[명]","명","27","31","13","30","19","23","24","30","44","49","68","96","106","93","476",
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","회사법인","사업체수[개]","개","19","23","22","29","35","31","43","40","50","58","52","57","76","104","135",
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","회사법인","종사자수[명]","명","443","544","700","749","753","872","832","880","929","1030","910","934","1191","1305","1510",
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","회사이외법인","사업체수[개]","개","33","31","37","35","33","35","32","32","33","35","34","34","35","33","36",
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","회사이외법인","종사자수[명]","명","1206","1155","1218","1774","1714","1723","1155","1062","1154","1180","1114","1170","1228","1272","1297",
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","비법인단체","사업체수[개]","개","5","5","","","","","","","","","","","","","",
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","비법인단체","종사자수[명]","명","17","19","","","","","","","","","","","","","",
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","사업체수[개]","개","248","268","260","291","310","335","367","393","429","423","429","424","447","472","475",
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","종사자수[명]","명","3186","3437","3453","3748","3952","4088","4199","4543","4795","4616","4653","4775","5193","5090","5160",
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","개인사업체","사업체수[개]","개","67","69","61","74","79","87","99","109","121","121","125","121","129","135","132",
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","개인사업체","종사자수[명]","명","310","314","274","340","319","325","380","373","364","355","345","334","346","346","325",
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사법인","사업체수[개]","개","113","131","131","149","157","170","195","207","229","228","233","233","247","265","271",
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사법인","종사자수[명]","명","1879","2086","2162","2420","2575","2724","2722","2946","3199","3088","3215","3188","3418","3325","3349",
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사이외법인","사업체수[개]","개","14","13","66","67","73","76","71","76","77","73","70","70","71","72","72",
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사이외법인","종사자수[명]","명","279","258","1009","985","1057","1037","1093","1223","1224","1169","1092","1253","1429","1419","1486",
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","비법인단체","사업체수[개]","개","54","55","2","1","1","2","2","1","2","1","1","","","","",
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","비법인단체","종사자수[명]","명","718","779","X","X","X","X","X","X","X","X","X","","","","",
"전북","건설업(41~42)","계","사업체수[개]","개","3441","3517","3604","3666","3914","4315","4626","4896","5249","5485","5675","5627","5864","6077","6698",
"전북","건설업(41~42)","계","종사자수[명]","명","28317","25813","28422","30487","36361","34138","36259","36744","37997","43547","47263","47817","48690","50601","46357",
"전북","건설업(41~42)","개인사업체","사업체수[개]","개","1547","1561","1604","1583","1661","1747","1899","1817","1881","2064","2251","2263","2428","2611","2888",
"전북","건설업(41~42)","개인사업체","종사자수[명]","명","4067","4130","4774","4948","4655","4689","5494","4892","5113","5670","6024","6831","7715","9183","7410",
"전북","건설업(41~42)","회사법인","사업체수[개]","개","1887","1950","1990","2080","2242","2564","2723","3073","3356","3404","3411","3344","3417","3439","3793",
"전북","건설업(41~42)","회사법인","종사자수[명]","명","24228","21632","23571","25528","31585","29423","30745","31793","32793","37726","40900","40604","40555","40872","38741",
"전북","건설업(41~42)","회사이외법인","사업체수[개]","개","7","6","9","3","10","4","4","5","10","17","12","17","18","26","17",
"전북","건설업(41~42)","회사이외법인","종사자수[명]","명","22","51","53","11","114","26","20","56","87","151","336","373","419","530","206",
"전북","건설업(41~42)","비법인단체","사업체수[개]","개","","","1","","1","","","1","2","","1","3","1","1","",
"전북","건설업(41~42)","비법인단체","종사자수[명]","명","","","X","","X","","","X","X","","X","9","X","X","",
"전북","도매 및 소매업(45~47)","계","사업체수[개]","개","33970","34124","33474","34035","34473","35631","36946","37810","39600","40529","40191","39818","40128","40113","40814",
"전북","도매 및 소매업(45~47)","계","종사자수[명]","명","81272","83310","81883","84637","84556","87554","90951","92897","97125","99640","98561","97504","99639","102998","89181",
"전북","도매 및 소매업(45~47)","개인사업체","사업체수[개]","개","31949","31898","31182","31592","31859","32744","33547","34052","35174","36228","35635","35032","35180","34904","35300",
"전북","도매 및 소매업(45~47)","개인사업체","종사자수[명]","명","64262","65079","62832","65292","64652","66457","67922","67966","70517","72740","70412","69145","69257","71697","60287",
"전북","도매 및 소매업(45~47)","회사법인","사업체수[개]","개","1547","1709","1756","1897","2059","2427","2793","3047","3423","3345","3725","3789","4025","4147","4521",
"전북","도매 및 소매업(45~47)","회사법인","종사자수[명]","명","15165","16015","16734","17173","17612","19006","19939","21641","22331","22606","24205","23979","26220","26450","24545",
"전북","도매 및 소매업(45~47)","회사이외법인","사업체수[개]","개","472","513","517","527","522","430","578","674","958","925","790","935","875","1006","964",
"전북","도매 및 소매업(45~47)","회사이외법인","종사자수[명]","명","1829","2196","2266","2125","2181","2021","3038","3209","4188","4238","3842","4230","4035","4676","4256",
"전북","도매 및 소매업(45~47)","비법인단체","사업체수[개]","개","2","4","19","19","33","30","28","37","45","31","41","62","48","56","29",
"전북","도매 및 소매업(45~47)","비법인단체","종사자수[명]","명","X","20","51","47","111","70","52","81","89","56","102","150","127","175","93",
"전북","운수 및 창고업(49~52)","계","사업체수[개]","개","11907","11695","11807","12148","11989","11890","14174","15007","14986","14530","13947","13309","13286","14031","13010",
"전북","운수 및 창고업(49~52)","계","종사자수[명]","명","25285","25947","27103","29117","29050","28276","31401","31503","32384","32295","32211","31484","30926","31705","28987",
"전북","운수 및 창고업(49~52)","개인사업체","사업체수[개]","개","11392","11141","11230","11553","11390","11253","13501","14299","14172","13707","13094","12459","12441","13141","12114",
"전북","운수 및 창고업(49~52)","개인사업체","종사자수[명]","명","13416","13235","13625","14057","13860","13763","15679","16359","16537","16188","15477","14884","14652","15666","13709",
"전북","운수 및 창고업(49~52)","회사법인","사업체수[개]","개","420","462","493","511","518","557","594","625","728","725","753","753","755","783","787",
"전북","운수 및 창고업(49~52)","회사법인","종사자수[명]","명","10993","11787","12577","14005","13858","13223","14322","13744","14388","14308","15021","14829","14353","13938","13187",
"전북","운수 및 창고업(49~52)","회사이외법인","사업체수[개]","개","86","84","78","79","75","75","75","79","81","91","89","87","85","103","107",
"전북","운수 및 창고업(49~52)","회사이외법인","종사자수[명]","명","840","883","886","1043","1323","1279","1392","1390","1450","1781","1662","1724","1891","2085","2084",
"전북","운수 및 창고업(49~52)","비법인단체","사업체수[개]","개","9","8","6","5","6","5","4","4","5","7","11","10","5","4","2",
"전북","운수 및 창고업(49~52)","비법인단체","종사자수[명]","명","36","42","15","12","9","11","8","10","9","18","51","47","30","16","X",
"전북","숙박 및 음식점업(55~56)","계","사업체수[개]","개","21726","21755","21566","22031","22501","23170","24353","24744","25455","25972","26268","26932","27692","28331","29816",
"전북","숙박 및 음식점업(55~56)","계","종사자수[명]","명","54117","55888","55895","58189","58297","60874","63737","65783","68185","69724","70556","72408","75417","78756","67024",
"전북","숙박 및 음식점업(55~56)","개인사업체","사업체수[개]","개","21562","21564","21355","21772","22197","22821","23899","24257","24805","25278","25535","26156","26858","27415","28809",
"전북","숙박 및 음식점업(55~56)","개인사업체","종사자수[명]","명","51248","52794","52457","54545","54212","56626","59015","60418","61996","63028","63589","65549","68424","71324","60614",
"전북","숙박 및 음식점업(55~56)","회사법인","사업체수[개]","개","123","137","151","194","230","285","359","391","522","572","595","608","660","714","794",
"전북","숙박 및 음식점업(55~56)","회사법인","종사자수[명]","명","2615","2767","3100","3308","3715","3881","4139","4677","5457","6006","6250","5978","6078","6377","5575",
"전북","숙박 및 음식점업(55~56)","회사이외법인","사업체수[개]","개","23","31","54","58","57","48","75","80","107","109","115","140","150","173","206",
"전북","숙박 및 음식점업(55~56)","회사이외법인","종사자수[명]","명","169","213","301","322","324","332","530","649","684","662","644","789","832","940","819",
"전북","숙박 및 음식점업(55~56)","비법인단체","사업체수[개]","개","18","23","6","7","17","16","20","16","21","13","23","28","24","29","7",
"전북","숙박 및 음식점업(55~56)","비법인단체","종사자수[명]","명","85","114","37","14","46","35","53","39","48","28","73","92","83","115","16",
"전북","정보통신업(58~63)","계","사업체수[개]","개","618","608","593","591","611","671","685","714","755","769","792","789","838","889","936",
"전북","정보통신업(58~63)","계","종사자수[명]","명","7677","7829","7687","7345","7332","7586","6985","6902","7059","7030","7062","7255","7525","7159","7110",
"전북","정보통신업(58~63)","개인사업체","사업체수[개]","개","203","186","192","179","195","226","244","273","285","259","266","258","276","294","316",
"전북","정보통신업(58~63)","개인사업체","종사자수[명]","명","605","592","709","577","538","667","691","774","809","708","691","659","697","714","808",
"전북","정보통신업(58~63)","회사법인","사업체수[개]","개","180","180","168","176","178","193","204","201","230","256","274","281","304","338","376",
"전북","정보통신업(58~63)","회사법인","종사자수[명]","명","3809","4067","3826","3639","3599","3545","3310","3180","3285","3360","3354","3498","3812","3577","3457",
"전북","정보통신업(58~63)","회사이외법인","사업체수[개]","개","27","30","218","235","238","250","233","234","235","247","244","245","254","249","242",
"전북","정보통신업(58~63)","회사이외법인","종사자수[명]","명","433","456","3027","3126","3195","3369","2972","2939","2955","2953","3000","3089","3011","2859","2843",
"전북","정보통신업(58~63)","비법인단체","사업체수[개]","개","208","212","15","1","","2","4","6","5","7","8","5","4","8","2",
"전북","정보통신업(58~63)","비법인단체","종사자수[명]","명","2830","2714","125","X","","X","12","9","10","9","17","9","5","9","X",
"전북","금융 및 보험업(64~66)","계","사업체수[개]","개","1433","1483","1505","1530","1591","1631","1696","1695","1707","1680","1709","1710","1714","1715","1711",
"전북","금융 및 보험업(64~66)","계","종사자수[명]","명","21673","21960","23130","23381","24785","24395","24810","23797","24023","25591","25515","25060","24517","24771","23889",
"전북","금융 및 보험업(64~66)","개인사업체","사업체수[개]","개","135","136","140","155","157","152","164","170","173","150","175","177","179","165","198",
"전북","금융 및 보험업(64~66)","개인사업체","종사자수[명]","명","348","350","362","362","357","298","338","289","309","335","395","357","340","295","318",
"전북","금융 및 보험업(64~66)","회사법인","사업체수[개]","개","622","670","693","698","734","767","851","828","831","823","830","838","822","832","801",
"전북","금융 및 보험업(64~66)","회사법인","종사자수[명]","명","13903","14200","15269","15229","16692","16333","17212","16124","16460","17075","16956","16660","15533","15735","14442",
"전북","금융 및 보험업(64~66)","회사이외법인","사업체수[개]","개","676","677","668","676","700","712","679","695","701","706","702","694","712","717","711",
"전북","금융 및 보험업(64~66)","회사이외법인","종사자수[명]","명","7422","7410","7480","7788","7736","7764","7254","7378","7251","8179","8158","8041","8641","8737","9127",
"전북","금융 및 보험업(64~66)","비법인단체","사업체수[개]","개","","","4","1","","","2","2","2","1","2","1","1","1","1",
"전북","금융 및 보험업(64~66)","비법인단체","종사자수[명]","명","","","19","X","","","X","X","X","X","X","X","X","X","X",
"전북","부동산업(68)","계","사업체수[개]","개","2311","2394","2511","2678","2827","3062","3190","3287","3489","3622","3884","4095","4274","4393","4512",
"전북","부동산업(68)","계","종사자수[명]","명","8451","9507","9701","8767","9889","10446","10049","10674","11199","11668","11778","12167","13271","12975","12270",
"전북","부동산업(68)","개인사업체","사업체수[개]","개","1506","1555","1656","1782","1892","2072","2144","2201","2312","2355","2539","2694","2834","2702","2784",
"전북","부동산업(68)","개인사업체","종사자수[명]","명","2108","2092","2286","2421","2521","2825","2905","3046","3220","3077","3459","3553","3732","3553","3245",
"전북","부동산업(68)","회사법인","사업체수[개]","개","231","114","258","206","337","333","422","466","550","651","715","760","803","1071","1116",
"전북","부동산업(68)","회사법인","종사자수[명]","명","2521","1120","3091","1714","3194","3144","3019","3502","3788","4505","4175","4451","5266","5858","5417",
"전북","부동산업(68)","회사이외법인","사업체수[개]","개","574","723","81","83","28","23","25","28","32","31","37","39","40","60","287",
"전북","부동산업(68)","회사이외법인","종사자수[명]","명","3822","6281","966","1057","391","255","273","350","370","445","481","409","498","515","2253",
"전북","부동산업(68)","비법인단체","사업체수[개]","개","","2","516","607","570","634","599","592","595","585","593","602","597","560","325",
"전북","부동산업(68)","비법인단체","종사자수[명]","명","","X","3358","3575","3783","4222","3852","3776","3821","3641","3663","3754","3775","3049","1355",
"전북","전문, 과학 및 기술 서비스업(70~73)","계","사업체수[개]","개","1739","1795","1771","1833","1892","2098","2257","2423","2677","2770","2880","2934","3112","3221","3413",
"전북","전문, 과학 및 기술 서비스업(70~73)","계","종사자수[명]","명","8054","8746","9720","10261","10130","10997","11807","13039","15433","16151","18322","18952","20788","21986","22108",
"전북","전문, 과학 및 기술 서비스업(70~73)","개인사업체","사업체수[개]","개","1469","1474","1430","1447","1470","1593","1680","1766","1908","1943","2069","2053","2159","2156","2263",
"전북","전문, 과학 및 기술 서비스업(70~73)","개인사업체","종사자수[명]","명","4240","4342","4249","4357","4387","4982","5201","5343","5325","5691","5983","5828","6191","6202","6229",
"전북","전문, 과학 및 기술 서비스업(70~73)","회사법인","사업체수[개]","개","162","194","208","249","263","331","382","432","496","540","521","573","624","710","793",
"전북","전문, 과학 및 기술 서비스업(70~73)","회사법인","종사자수[명]","명","2048","2345","3471","3448","3137","3372","3602","4131","4642","4766","5224","5323","5708","6855","7048",
"전북","전문, 과학 및 기술 서비스업(70~73)","회사이외법인","사업체수[개]","개","88","103","124","120","144","158","174","201","250","265","268","282","308","328","349",
"전북","전문, 과학 및 기술 서비스업(70~73)","회사이외법인","종사자수[명]","명","1128","1353","1980","2050","2512","2559","2948","3492","5393","5643","7026","7709","8803","8777","8820",
"전북","전문, 과학 및 기술 서비스업(70~73)","비법인단체","사업체수[개]","개","20","24","9","17","15","16","21","24","23","22","22","26","21","27","8",
"전북","전문, 과학 및 기술 서비스업(70~73)","비법인단체","종사자수[명]","명","638","706","20","406","94","84","56","73","73","51","89","92","86","152","11",
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계","사업체수[개]","개","1388","1486","1468","1531","1625","1831","1948","2093","2313","2361","2444","2502","2580","2684","2716",
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계","종사자수[명]","명","11483","12847","13345","15643","17144","18597","20824","22556","22839","24920","23592","23935","23466","23655","20027",
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","개인사업체","사업체수[개]","개","980","1005","973","981","1010","1100","1132","1208","1326","1320","1413","1449","1534","1600","1616",
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","개인사업체","종사자수[명]","명","4014","3716","3510","3342","3701","4246","4300","5042","4651","4948","5116","4676","5053","5896","4223",
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","회사법인","사업체수[개]","개","377","442","453","501","556","664","740","801","892","935","936","954","940","956","963",
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","회사법인","종사자수[명]","명","7219","8727","9277","11702","13005","13704","15988","16622","17418","18968","17673","18315","17624","16835","14681",
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","회사이외법인","사업체수[개]","개","25","28","31","37","46","48","53","57","72","75","69","71","83","92","124",
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","회사이외법인","종사자수[명]","명","151","307","472","523","365","467","446","695","590","656","659","766","626","577","1045",
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","비법인단체","사업체수[개]","개","6","11","11","12","13","19","23","27","23","31","26","28","23","36","13",
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","비법인단체","종사자수[명]","명","99","97","86","76","73","180","90","197","180","348","144","178","163","347","78",
"전북","공공행정, 국방 및 사회보장 행정(84)","계","사업체수[개]","개","905","885","875","876","887","883","885","884","883","889","896","898","902","904","890",
"전북","공공행정, 국방 및 사회보장 행정(84)","계","종사자수[명]","명","27304","27882","29006","31105","32980","31290","28933","28857","30039","31158","30770","31506","32550","35155","38774",
"전북","공공행정, 국방 및 사회보장 행정(84)","개인사업체","사업체수[개]","개","","","","","","","","","","","","","","","",
"전북","공공행정, 국방 및 사회보장 행정(84)","개인사업체","종사자수[명]","명","","","","","","","","","","","","","","","",
"전북","공공행정, 국방 및 사회보장 행정(84)","회사법인","사업체수[개]","개","","","","","","","","","","","","","","","",
"전북","공공행정, 국방 및 사회보장 행정(84)","회사법인","종사자수[명]","명","","","","","","","","","","","","","","","",
"전북","공공행정, 국방 및 사회보장 행정(84)","회사이외법인","사업체수[개]","개","5","6","874","876","887","883","885","884","882","887","894","895","901","904","890",
"전북","공공행정, 국방 및 사회보장 행정(84)","회사이외법인","종사자수[명]","명","62","71","29003","31105","32980","31290","28933","28857","30037","31139","30763","31500","32547","35155","38774",
"전북","공공행정, 국방 및 사회보장 행정(84)","비법인단체","사업체수[개]","개","900","879","1","","","","","","1","2","2","3","1","","",
"전북","공공행정, 국방 및 사회보장 행정(84)","비법인단체","종사자수[명]","명","27242","27811","X","","","","","","X","X","X","6","X","","",
"전북","교육 서비스업(85)","계","사업체수[개]","개","6472","6716","6840","6985","7169","7332","7447","7475","7599","7494","7599","7597","7705","7780","7600",
"전북","교육 서비스업(85)","계","종사자수[명]","명","49513","50830","51904","55692","55433","56727","58092","59340","59141","61177","60220","60341","61153","62699","60477",
"전북","교육 서비스업(85)","개인사업체","사업체수[개]","개","4889","5098","5232","5355","5431","5571","5613","5571","5665","5611","5685","5659","5769","5766","5621",
"전북","교육 서비스업(85)","개인사업체","종사자수[명]","명","11909","12344","12640","12780","12615","12460","11872","11883","11784","11932","11926","12290","12772","13204","11229",
"전북","교육 서비스업(85)","회사법인","사업체수[개]","개","132","149","154","169","208","214","232","261","258","229","243","245","250","268","270",
"전북","교육 서비스업(85)","회사법인","종사자수[명]","명","2477","2484","2830","2805","3471","3384","3304","3192","3198","3350","3232","3294","3155","3063","2508",
"전북","교육 서비스업(85)","회사이외법인","사업체수[개]","개","423","411","1294","1308","1353","1348","1356","1376","1403","1419","1426","1427","1441","1490","1539",
"전북","교육 서비스업(85)","회사이외법인","종사자수[명]","명","12340","13341","35053","39058","38132","39619","41402","42674","42460","44240","43437","43015","43574","44800","45075",
"전북","교육 서비스업(85)","비법인단체","사업체수[개]","개","1028","1058","160","153","177","199","246","267","273","235","245","266","245","256","170",
"전북","교육 서비스업(85)","비법인단체","종사자수[명]","명","22787","22661","1381","1049","1215","1264","1514","1591","1699","1655","1625","1742","1652","1632","1665",
"전북","보건업 및 사회복지 서비스업(86~87)","계","사업체수[개]","개","3645","3902","4179","4475","4776","5054","5417","5614","5827","5833","6110","6217","6252","6352","6252",
"전북","보건업 및 사회복지 서비스업(86~87)","계","종사자수[명]","명","33664","37444","40932","45549","50216","52003","55895","61031","64343","66121","73185","77099","80508","86679","92116",
"전북","보건업 및 사회복지 서비스업(86~87)","개인사업체","사업체수[개]","개","2155","2285","2492","2632","2952","3337","3616","3642","3677","3816","3960","3978","3826","3728","2611",
"전북","보건업 및 사회복지 서비스업(86~87)","개인사업체","종사자수[명]","명","14221","15296","18069","20099","23454","26023","28001","28348","28678","30917","33037","33821","33604","32871","24045",
"전북","보건업 및 사회복지 서비스업(86~87)","회사법인","사업체수[개]","개","2","2","4","3","10","8","39","15","12","16","27","20","23","32","36",
"전북","보건업 및 사회복지 서비스업(86~87)","회사법인","종사자수[명]","명","X","X","40","17","167","121","360","155","157","188","267","244","336","448","586",
"전북","보건업 및 사회복지 서비스업(86~87)","회사이외법인","사업체수[개]","개","1064","1189","1015","1036","1019","1032","1091","1145","1229","1243","1290","1279","1316","1380","1739",
"전북","보건업 및 사회복지 서비스업(86~87)","회사이외법인","종사자수[명]","명","17194","19947","17679","19468","19989","20109","21309","23416","25586","26595","29378","31334","32228","35383","44325",
"전북","보건업 및 사회복지 서비스업(86~87)","비법인단체","사업체수[개]","개","424","426","668","804","795","677","671","812","909","758","833","940","1087","1212","1866",
"전북","보건업 및 사회복지 서비스업(86~87)","비법인단체","종사자수[명]","명","2236","2187","5144","5965","6606","5750","6225","9112","9922","8421","10503","11700","14340","17977","23160",
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","계","사업체수[개]","개","3234","3273","3306","3417","3352","3401","3455","3470","3542","3492","3779","4043","4187","4367","4266",
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","계","종사자수[명]","명","8993","9274","9887","10338","10323","10439","10905","11268","11166","11627","12244","13502","14448","15550","12920",
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","개인사업체","사업체수[개]","개","2982","3012","3026","3122","3022","3040","3033","2995","3034","2945","3221","3420","3516","3564","3519",
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","개인사업체","종사자수[명]","명","5834","5909","5834","6160","5790","5927","6075","5941","5915","5860","6524","6854","7260","7599","5978",
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","회사법인","사업체수[개]","개","38","44","49","53","59","65","74","79","83","90","109","105","139","145","150",
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","회사법인","종사자수[명]","명","910","1166","1580","1474","1333","1352","1707","1927","1669","1810","1921","1968","2149","2343","1874",
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","회사이외법인","사업체수[개]","개","76","79","186","191","196","210","229","246","277","292","298","336","347","395","505",
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","회사이외법인","종사자수[명]","명","527","431","2348","2550","2829","2705","2731","2814","3050","3266","3259","3996","4275","4704","4861",
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","비법인단체","사업체수[개]","개","138","138","45","51","75","86","119","150","148","165","151","182","185","263","92",
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","비법인단체","종사자수[명]","명","1722","1768","125","154","371","455","392","586","532","691","540","684","764","904","207",
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계","사업체수[개]","개","15631","15875","15976","16149","16335","16679","17337","17473","17520","17549","17682","17994","18337","18670","18887",
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계","종사자수[명]","명","29926","30722","29508","30091","30298","31849","32879","33366","33656","34513","34176","33551","34215","35659","32271",
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","개인사업체","사업체수[개]","개","10445","10521","10498","10554","10658","10856","11095","11183","11221","11225","11420","11717","12002","12275","12523",
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","개인사업체","종사자수[명]","명","17537","17899","17264","17858","17650","18279","18471","18524","18426","18435","18824","18654","19183","19738","17856",
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","회사법인","사업체수[개]","개","171","197","219","221","231","232","251","255","264","267","260","249","263","277","283",
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","회사법인","종사자수[명]","명","2118","2234","2595","2554","2766","2924","2997","3246","3407","3324","3354","3272","3335","3573","2727",
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","회사이외법인","사업체수[개]","개","5000","5137","719","689","518","529","643","646","699","730","796","794","1003","1104","4510",
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","회사이외법인","종사자수[명]","명","10198","10491","2265","1987","1773","1763","2055","2099","2411","2510","2900","2880","3408","3953","9223",
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","비법인단체","사업체수[개]","개","15","20","4540","4685","4928","5062","5348","5389","5336","5327","5206","5234","5069","5014","1571",
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","비법인단체","종사자수[명]","명","73","98","7384","7692","8109","8883","9356","9497","9412","10244","9098","8745","8289","8395","2465",
"전남","전체 산업","계","사업체수[개]","개","124574","124763","124286","124750","125395","128465","132892","136888","142931","147196","149713","153280","156914","161883","163774",
"전남","전체 산업","계","종사자수[명]","명","508358","519017","535252","560699","569925","586908","601963","623800","656217","690853","694319","707972","733925","774294","738841",
"전남","전체 산업","개인사업체","사업체수[개]","개","103483","102461","101497","101066","100799","102815","105465","107182","110482","114173","115974","118464","120600","123253","123456",
"전남","전체 산업","개인사업체","종사자수[명]","명","224522","226073","225134","227590","224530","232165","238015","242640","251081","257333","261978","268304","274724","287310","242554",
"전남","전체 산업","회사법인","사업체수[개]","개","8250","9025","9363","10000","10614","11744","12860","14284","15953","16306","17104","17597","18771","20234","21325",
"전남","전체 산업","회사법인","종사자수[명]","명","152787","158851","174363","190386","199936","207980","211994","220001","233298","254021","250218","251038","261869","277529","271016",
"전남","전체 산업","회사이외법인","사업체수[개]","개","8901","9323","7765","7818","7627","7455","7869","8390","9365","9396","9411","9619","9985","10424","14894",
"전남","전체 산업","회사이외법인","종사자수[명]","명","59440","61469","119548","124052","125698","125849","130456","136658","146140","153460","156300","159685","166129","173148","196455",
"전남","전체 산업","비법인단체","사업체수[개]","개","3940","3954","5661","5866","6355","6451","6698","7032","7131","7321","7224","7600","7558","7972","4099",
