산업분류,사업체수,남대표,여대표,종사자합,종사자남,종사자여,단독사업체사업체,단독사업체종사자,자영업자무급가족,상용종사자,일용근로자,기타종사자,1명이상5명미만사업체,1명이상5명미만종사자,5명이상10명미만사업체,5명이상10명미만종사자,10명이상20명미만사업체,10명이상20명미만종사자,20명이상50명미만사업체,20명이상50명미만종사자,50명이상100명미만사업체,50명이상100명미만종사자,100명이상300명미만사업체,100명이상300명미만종사자,다사업사업체,다사업체종사자,300명이상사업체,300명이상종사자
전체,4007384,0.616,0.384,20920124,0.566,0.434,0.938,0.696,0.189,0.636,0.129,0.046,0.805,0.279,0.116,0.142,0.044,0.11,0.023,0.134,0.007,0.095,0.004,0.105,0.062,0.304,0.001,0.134
농업임업및어업,3880,0.853,0.147,40642,0.721,0.279,0.804,0.649,0.0,0.774,0.167,0.059,0.461,0.098,0.273,0.171,0.143,0.184,0.094,0.27,0.023,0.152,0.007,0.094,0.196,0.351,0.001,0.031
광업,2001,0.891,0.109,15421,0.863,0.137,0.904,0.669,0.135,0.803,0.056,0.006,0.693,0.202,0.133,0.118,0.083,0.154,0.078,0.302,0.009,0.075,0.002,0.043,0.096,0.331,0.001,0.105
제조업,433684,0.794,0.206,4103986,0.74,0.26,0.941,0.636,0.098,0.832,0.065,0.005,0.635,0.142,0.205,0.147,0.08,0.113,0.055,0.174,0.016,0.115,0.008,0.133,0.059,0.364,0.002,0.175
전기가스수도하수,10362,0.841,0.159,164598,0.845,0.155,0.795,0.498,0.023,0.938,0.035,0.004,0.482,0.071,0.198,0.081,0.132,0.113,0.129,0.255,0.041,0.174,0.015,0.158,0.205,0.502,0.003,0.148
건설업,138478,0.816,0.184,1438640,0.865,0.135,0.953,0.808,0.063,0.455,0.445,0.037,0.558,0.123,0.227,0.144,0.139,0.174,0.053,0.147,0.012,0.076,0.009,0.136,0.047,0.192,0.003,0.2
도매및소매업,1022739,0.588,0.412,3173320,0.532,0.468,0.93,0.756,0.338,0.509,0.103,0.049,0.877,0.518,0.086,0.172,0.024,0.1,0.01,0.088,0.002,0.042,0.001,0.05,0.07,0.244,0.0,0.029
운수및창고업,386919,0.934,0.066,1115990,0.869,0.131,0.971,0.717,0.326,0.526,0.054,0.095,0.939,0.354,0.024,0.054,0.016,0.076,0.012,0.126,0.005,0.11,0.004,0.195,0.029,0.283,0.0,0.085
숙박및음식점업,747577,0.387,0.613,2214879,0.366,0.634,0.971,0.885,0.464,0.28,0.246,0.009,0.869,0.617,0.107,0.221,0.019,0.078,0.005,0.044,0.001,0.019,0.0,0.011,0.029,0.115,0.0,0.01
정보통신업,42887,0.826,0.174,575886,0.694,0.306,0.893,0.619,0.025,0.898,0.059,0.018,0.589,0.089,0.187,0.09,0.105,0.104,0.073,0.166,0.024,0.124,0.017,0.204,0.107,0.381,0.004,0.223
금융및보험업,43514,0.836,0.164,726907,0.435,0.565,0.271,0.107,0.008,0.606,0.021,0.365,0.305,0.04,0.244,0.1,0.246,0.195,0.161,0.297,0.032,0.121,0.009,0.09,0.729,0.893,0.003,0.156
부동산업시설관리지원임대,220260,0.664,0.336,1672886,0.563,0.437,0.914,0.581,0.094,0.756,0.112,0.038,0.796,0.178,0.107,0.09,0.049,0.085,0.029,0.112,0.009,0.081,0.007,0.152,0.086,0.419,0.003,0.301
전문과학및기술서비스업,104252,0.85,0.15,1010154,0.672,0.328,0.861,0.503,0.065,0.875,0.051,0.008,0.644,0.14,0.208,0.137,0.083,0.112,0.042,0.128,0.012,0.087,0.007,0.123,0.139,0.497,0.003,0.271
교육서비스업,185275,0.444,0.556,1596963,0.366,0.634,0.941,0.725,0.099,0.684,0.138,0.078,0.743,0.157,0.115,0.084,0.054,0.085,0.047,0.169,0.032,0.26,0.007,0.097,0.059,0.275,0.002,0.148
보건업및사회복지서비스업,145909,0.54,0.46,1782672,0.191,0.809,0.932,0.745,0.065,0.808,0.096,0.03,0.41,0.098,0.349,0.182,0.141,0.152,0.065,0.16,0.022,0.124,0.01,0.128,0.068,0.255,0.002,0.155
오락문화및운동관련서비스업,118797,0.569,0.431,416781,0.517,0.483,0.975,0.826,0.315,0.366,0.235,0.085,0.881,0.433,0.081,0.144,0.022,0.081,0.01,0.088,0.003,0.065,0.003,0.132,0.025,0.174,0.0,0.058
기타공공수리및개인서비스업,400850,0.527,0.473,870399,0.511,0.489,0.969,0.887,0.384,0.482,0.081,0.053,0.93,0.612,0.046,0.134,0.016,0.095,0.007,0.092,0.001,0.035,0.0,0.028,0.031,0.113,0.0,0.005
