산업분류,사업체수,남대표,여대표,종사자합,종사자남,종사자여,단독사업체사업체,단독사업체종사자,자영업자무급가족,상용종사자,일용근로자,기타종사자,1명이상5명미만사업체,1명이상5명미만종사자,5명이상10명미만사업체,5명이상10명미만종사자,10명이상20명미만사업체,10명이상20명미만종사자,20명이상50명미만사업체,20명이상50명미만종사자,50명이상100명미만사업체,50명이상100명미만종사자,100명이상300명미만사업체,100명이상300명미만종사자,다사업사업체,다사업체종사자,300명이상사업체,300명이상종사자
전체,3343590,0.627,0.373,16984079,0.585,0.415,0.948,0.693,0.209,0.597,0.143,0.051,0.838,0.299,0.084,0.108,0.042,0.109,0.024,0.14,0.008,0.105,0.004,0.109,0.052,0.307,0.001,0.13
농업임업및어업,2253,0.923,0.077,29433,0.743,0.257,0.743,0.598,0.001,0.64,0.199,0.161,0.386,0.071,0.243,0.125,0.204,0.207,0.125,0.288,0.032,0.166,0.01,0.113,0.257,0.402,0.0,0.03
광업,1752,0.91,0.09,15981,0.88,0.12,0.908,0.632,0.121,0.79,0.083,0.006,0.681,0.186,0.102,0.076,0.117,0.181,0.086,0.273,0.01,0.071,0.002,0.036,0.092,0.368,0.002,0.177
제조업,336908,0.82,0.18,3422439,0.735,0.265,0.945,0.615,0.1,0.813,0.084,0.004,0.659,0.136,0.156,0.104,0.095,0.126,0.062,0.182,0.017,0.116,0.009,0.144,0.055,0.385,0.002,0.191
전기가스수도하수,6947,0.899,0.101,135694,0.869,0.131,0.764,0.492,0.016,0.926,0.055,0.003,0.381,0.049,0.217,0.074,0.163,0.114,0.161,0.254,0.054,0.191,0.02,0.163,0.236,0.508,0.005,0.154
건설업,98859,0.868,0.132,1176826,0.885,0.115,0.944,0.762,0.056,0.459,0.467,0.018,0.582,0.099,0.176,0.099,0.123,0.139,0.082,0.206,0.022,0.125,0.011,0.148,0.056,0.238,0.003,0.184
도매및소매업,873632,0.599,0.401,2618185,0.543,0.457,0.948,0.773,0.392,0.426,0.116,0.067,0.9,0.548,0.064,0.135,0.023,0.102,0.01,0.091,0.002,0.045,0.001,0.051,0.052,0.227,0.0,0.028
운수및창고업,347289,0.96,0.04,989773,0.907,0.093,0.973,0.713,0.335,0.535,0.043,0.087,0.949,0.363,0.019,0.043,0.013,0.064,0.011,0.115,0.004,0.107,0.004,0.205,0.027,0.287,0.0,0.102
숙박및음식점업,636278,0.35,0.65,1760917,0.342,0.658,0.987,0.917,0.514,0.21,0.26,0.017,0.916,0.694,0.062,0.142,0.015,0.071,0.004,0.047,0.001,0.023,0.0,0.012,0.013,0.083,0.0,0.012
정보통신업,26299,0.857,0.143,464158,0.715,0.285,0.859,0.589,0.021,0.883,0.077,0.019,0.488,0.065,0.213,0.078,0.133,0.101,0.101,0.176,0.036,0.141,0.023,0.206,0.141,0.411,0.006,0.232
금융및보험업,39485,0.886,0.114,714769,0.458,0.542,0.231,0.093,0.008,0.599,0.031,0.362,0.268,0.034,0.241,0.093,0.268,0.195,0.17,0.291,0.04,0.141,0.01,0.081,0.769,0.907,0.004,0.164
부동산업시설관리지원임대,162274,0.706,0.294,1247898,0.578,0.422,0.912,0.628,0.104,0.695,0.146,0.055,0.792,0.177,0.099,0.084,0.055,0.095,0.033,0.126,0.01,0.093,0.008,0.169,0.088,0.372,0.003,0.256
전문과학및기술서비스업,70372,0.888,0.112,769087,0.704,0.296,0.859,0.482,0.066,0.857,0.063,0.014,0.624,0.132,0.208,0.121,0.089,0.108,0.05,0.137,0.016,0.099,0.01,0.151,0.141,0.518,0.004,0.252
교육서비스업,166527,0.467,0.533,1430894,0.376,0.624,0.944,0.732,0.107,0.664,0.162,0.067,0.758,0.159,0.099,0.074,0.055,0.087,0.045,0.16,0.035,0.291,0.007,0.101,0.056,0.268,0.001,0.128
보건업및사회복지서비스업,108081,0.579,0.421,1097838,0.221,0.779,0.948,0.748,0.082,0.81,0.089,0.019,0.545,0.166,0.269,0.169,0.115,0.147,0.046,0.136,0.016,0.112,0.007,0.107,0.052,0.252,0.002,0.162
오락문화및운동관련서비스업,101745,0.588,0.412,319954,0.552,0.448,0.987,0.842,0.387,0.316,0.236,0.061,0.937,0.526,0.035,0.07,0.014,0.058,0.009,0.087,0.003,0.064,0.003,0.131,0.013,0.158,0.0,0.064
기타공공수리및개인서비스업,364889,0.576,0.424,790233,0.53,0.47,0.971,0.893,0.399,0.423,0.11,0.068,0.94,0.639,0.035,0.104,0.016,0.097,0.007,0.091,0.001,0.041,0.0,0.024,0.029,0.107,0.0,0.004
