산업분류,사업체수,남대표,여대표,종사자합,종사자남,종사자여,단독사업체사업체,단독사업체종사자,자영업자무급가족,상용종사자,일용근로자,기타종사자,1명이상5명미만사업체,1명이상5명미만종사자,5명이상10명미만사업체,5명이상10명미만종사자,10명이상20명미만사업체,10명이상20명미만종사자,20명이상50명미만사업체,20명이상50명미만종사자,50명이상100명미만사업체,50명이상100명미만종사자,100명이상300명미만사업체,100명이상300명미만종사자,다사업사업체,다사업체종사자,300명이상사업체,300명이상종사자
전체,4312810,0.616,0.384,20763981,0.566,0.434,0.931,0.669,0.188,0.657,0.123,0.032,0.831,0.274,0.097,0.129,0.039,0.107,0.021,0.131,0.007,0.1,0.003,0.108,0.069,0.331,0.001,0.15
농업임업및어업,5948,0.831,0.169,47481,0.733,0.267,0.814,0.625,0.0,0.743,0.21,0.046,0.601,0.149,0.209,0.174,0.105,0.175,0.065,0.249,0.014,0.121,0.006,0.101,0.186,0.375,0.0,0.032
광업,1654,0.856,0.144,13838,0.875,0.125,0.867,0.583,0.112,0.83,0.051,0.007,0.655,0.16,0.139,0.113,0.1,0.168,0.09,0.316,0.012,0.093,0.002,0.046,0.133,0.417,0.001,0.104
제조업,453257,0.778,0.222,3984905,0.742,0.258,0.93,0.601,0.099,0.842,0.054,0.006,0.676,0.15,0.171,0.128,0.078,0.119,0.052,0.177,0.014,0.107,0.007,0.135,0.07,0.399,0.002,0.184
전기가스수도하수,14076,0.807,0.193,184248,0.831,0.169,0.806,0.475,0.032,0.922,0.043,0.004,0.59,0.081,0.161,0.08,0.101,0.106,0.096,0.231,0.036,0.189,0.013,0.158,0.194,0.525,0.003,0.156
건설업,158401,0.792,0.208,1431792,0.854,0.146,0.94,0.726,0.066,0.473,0.447,0.015,0.665,0.133,0.181,0.131,0.086,0.127,0.044,0.145,0.013,0.1,0.007,0.133,0.06,0.274,0.003,0.231
도매및소매업,1064434,0.592,0.408,2962630,0.554,0.446,0.921,0.737,0.34,0.524,0.109,0.027,0.89,0.501,0.075,0.169,0.023,0.106,0.009,0.089,0.002,0.044,0.001,0.051,0.079,0.263,0.0,0.04
운수및창고업,420889,0.925,0.075,1091939,0.863,0.137,0.969,0.676,0.36,0.543,0.043,0.054,0.952,0.393,0.019,0.047,0.012,0.064,0.009,0.112,0.004,0.109,0.003,0.163,0.031,0.324,0.0,0.112
숙박및음식점업,829555,0.415,0.585,2023871,0.386,0.614,0.965,0.879,0.51,0.278,0.207,0.004,0.898,0.635,0.081,0.206,0.017,0.085,0.004,0.041,0.001,0.014,0.0,0.009,0.035,0.121,0.0,0.01
정보통신업,49435,0.807,0.193,620982,0.685,0.315,0.879,0.587,0.028,0.911,0.045,0.016,0.639,0.095,0.164,0.084,0.093,0.099,0.062,0.148,0.022,0.123,0.016,0.21,0.121,0.413,0.004,0.242
금융및보험업,43242,0.823,0.177,680970,0.438,0.562,0.314,0.102,0.01,0.685,0.022,0.283,0.383,0.049,0.234,0.102,0.212,0.177,0.122,0.239,0.034,0.141,0.01,0.102,0.686,0.898,0.004,0.19
부동산업시설관리지원임대,254614,0.649,0.351,1619169,0.573,0.427,0.897,0.57,0.104,0.736,0.126,0.034,0.83,0.197,0.092,0.093,0.04,0.083,0.022,0.104,0.007,0.076,0.006,0.149,0.103,0.43,0.003,0.298
전문과학및기술서비스업,129778,0.816,0.184,1159853,0.662,0.338,0.851,0.475,0.068,0.862,0.064,0.007,0.697,0.148,0.173,0.122,0.071,0.105,0.038,0.125,0.012,0.091,0.007,0.132,0.149,0.525,0.003,0.278
교육서비스업,191529,0.425,0.575,1579773,0.351,0.649,0.936,0.721,0.103,0.739,0.109,0.048,0.769,0.159,0.104,0.08,0.045,0.074,0.041,0.153,0.033,0.284,0.006,0.099,0.064,0.279,0.001,0.151
보건업및사회복지서비스업,149351,0.563,0.437,2156232,0.189,0.811,0.92,0.725,0.036,0.808,0.131,0.025,0.393,0.077,0.326,0.146,0.156,0.143,0.081,0.169,0.029,0.136,0.013,0.144,0.08,0.275,0.003,0.186
오락문화및운동관련서비스업,123249,0.572,0.428,380824,0.523,0.477,0.963,0.79,0.327,0.428,0.174,0.071,0.903,0.427,0.061,0.125,0.019,0.081,0.01,0.098,0.003,0.073,0.003,0.132,0.037,0.21,0.0,0.064
기타공공수리및개인서비스업,423398,0.507,0.493,825474,0.516,0.484,0.965,0.865,0.416,0.46,0.071,0.052,0.946,0.634,0.034,0.111,0.013,0.09,0.006,0.085,0.001,0.038,0.0,0.03,0.035,0.135,0.0,0.012
