"대전직할시","계","35 - 39세",49843,1138,20,11179,346,5966,11937,4585,3015,10916,741
"대전직할시","계","40 - 44세",40766,1312,20,8058,340,5359,10559,3417,2172,8872,657
"대전직할시","계","45 - 49세",30838,1351,10,6130,151,3764,8275,2382,1840,6721,214
"대전직할시","계","50 - 54세",23343,2020,43,4052,166,2837,5629,1779,1509,5288,20
"대전직할시","계","55 - 59세",13853,1828,0,1905,98,1726,3003,778,1011,3484,20
"대전직할시","계","60 - 64세",5321,1314,0,516,0,551,1270,175,444,1051,0
"대전직할시","계","65세이상",3731,1547,0,206,10,274,752,37,349,556,0
"대전직할시","남자","계",228736,8908,185,53668,1795,31528,43051,22046,15354,49659,2542
"대전직할시","남자","15 - 19세",3374,40,10,1271,0,423,885,70,233,442,0
"대전직할시","남자","20 - 24세",11573,178,11,4255,32,1394,2807,662,653,1520,61
"대전직할시","남자","25 - 29세",37036,473,20,11445,238,4020,6952,3336,2826,7378,348
"대전직할시","남자","30 - 34세",48157,672,51,12572,424,6204,8888,5403,3299,10153,491
"대전직할시","남자","35 - 39세",38763,794,20,8664,346,5700,7047,4449,2392,8610,741
"대전직할시","남자","40 - 44세",30952,892,20,5904,340,5097,5847,3246,1702,7257,647
"대전직할시","남자","45 - 49세",23036,998,10,4617,151,3617,4512,2206,1400,5311,214
"대전직할시","남자","50 - 54세",17961,1330,43,3029,166,2663,3210,1731,1218,4551,20
"대전직할시","남자","55 - 59세",10745,1241,0,1347,88,1605,1693,749,925,3077,20
"대전직할시","남자","60 - 64세",4093,978,0,378,0,531,721,166,387,932,0
"대전직할시","남자","65세이상",3046,1312,0,186,10,274,489,28,319,428,0
"대전직할시","여자","계",97879,3463,0,26533,91,2105,33871,1879,6567,23309,61
"대전직할시","여자","15 - 19세",10129,0,0,6626,0,257,1517,161,649,919,0
"대전직할시","여자","20 - 24세",23849,71,0,7067,30,553,5938,585,2153,7422,30
"대전직할시","여자","25 - 29세",12671,143,0,2436,41,174,3395,327,1121,5013,21
"대전직할시","여자","30 - 34세",12131,284,0,2483,10,131,5115,228,647,3233,0
"대전직할시","여자","35 - 39세",11080,344,0,2515,0,266,4890,136,623,2306,0
"대전직할시","여자","40 - 44세",9814,420,0,2154,0,262,4712,171,470,1615,10
"대전직할시","여자","45 - 49세",7802,353,0,1513,0,147,3763,176,440,1410,0
"대전직할시","여자","50 - 54세",5382,690,0,1023,0,174,2419,48,291,737,0
"대전직할시","여자","55 - 59세",3108,587,0,558,10,121,1310,29,86,407,0
"대전직할시","여자","60 - 64세",1228,336,0,138,0,20,549,9,57,119,0
"대전직할시","여자","65세이상",685,235,0,20,0,0,263,9,30,128,0
"경기도","계","계",2296200,319636,2511,874296,5861,171469,401245,98925,118457,278813,24987
"경기도","계","15 - 19세",99356,2513,67,69178,54,2579,11675,1426,5051,6803,10
"경기도","계","20 - 24세",299185,11831,171,164887,461,11418,46771,6999,16497,38751,1399
"경기도","계","25 - 29세",416771,23511,437,193189,1200,23075,69423,16077,24452,58295,7112
"경기도","계","30 - 34세",453363,34410,403,180823,1763,37008,82335,26007,24760,59054,6800
"경기도","계","35 - 39세",314015,32246,385,107079,1046,31267,64941,18863,14453,38307,5428
"경기도","계","40 - 44세",209870,30479,181,63421,553,22223,44745,11675,9234,25076,2283
"경기도","계","45 - 49세",165953,35994,308,42924,362,17644,32358,7914,7119,19732,1598
