0101,0107,0110,0350,1642
2,37,8,183.0,200.0
2,45,7,183.0,220.0
2,39,6,183.0,50.0
2,24,7,183.0,267.0
2,34,7,183.0,148.0
2,27,7,183.0,130.0
1,47,5,183.0,260.0
1,35,6,183.0,
2,37,6,183.0,430.0
2,37,7,183.0,350.0
1,33,6,183.0,200.0
2,32,6,183.0,200.0
1,39,7,183.0,
1,39,7,183.0,
2,32,6,183.0,200.0
2,62,7,183.0,
1,34,5,183.0,
1,57,4,183.0,
1,33,6,183.0,280.0
2,26,7,183.0,180.0
2,28,7,183.0,150.0
2,23,7,183.0,30.0
2,38,7,183.0,
2,37,6,183.0,330.0
1,40,5,183.0,390.0
2,38,7,183.0,290.0
1,32,6,183.0,
2,34,7,183.0,300.0
2,26,7,183.0,180.0
2,25,7,183.0,250.0
2,54,7,183.0,
2,32,6,183.0,
1,37,7,183.0,
2,25,7,183.0,
2,28,7,183.0,185.0
2,27,7,183.0,200.0
2,41,5,183.0,200.0
2,24,7,183.0,170.0
2,37,7,183.0,
1,46,7,183.0,
2,43,7,183.0,200.0
1,44,8,183.0,235.0
2,39,7,183.0,500.0
1,43,7,183.0,200.0
1,36,7,183.0,300.0
2,29,6,183.0,215.0
2,26,6,183.0,150.0
2,24,7,183.0,208.0
2,30,7,183.0,290.0
1,53,4,183.0,530.0
2,41,8,183.0,100.0
1,48,7,183.0,500.0
1,44,7,183.0,600.0
1,37,6,183.0,
2,22,6,183.0,160.0
2,46,6,183.0,
1,46,7,183.0,200.0
