0101,0107,0110,0350,1642
1,71,3,131.0,100.0
1,39,7,131.0,350.0
1,62,5,131.0,
1,28,7,131.0,150.0
2,36,7,131.0,200.0
1,32,7,131.0,235.0
1,43,7,131.0,410.0
1,29,7,131.0,250.0
1,44,7,131.0,350.0
1,35,7,131.0,
1,35,6,131.0,400.0
1,39,8,131.0,450.0
1,38,7,131.0,270.0
1,34,7,131.0,280.0
1,36,7,131.0,320.0
1,56,5,131.0,390.0
1,32,6,131.0,285.0
1,53,6,131.0,380.0
1,60,5,131.0,350.0
1,34,7,131.0,100.0
1,62,5,131.0,180.0
1,49,7,131.0,
1,39,5,131.0,200.0
1,50,7,131.0,376.0
1,32,7,131.0,450.0
1,28,7,131.0,150.0
1,41,6,131.0,235.0
1,30,6,131.0,150.0
1,51,6,131.0,300.0
1,71,5,131.0,
1,32,8,131.0,320.0
1,28,7,131.0,200.0
1,29,7,131.0,290.0
1,56,7,131.0,370.0
1,27,5,131.0,
2,39,7,131.0,350.0
1,35,5,131.0,
1,39,7,131.0,340.0
1,39,7,131.0,320.0
1,37,6,131.0,235.0
1,44,5,131.0,400.0
1,32,7,131.0,200.0
1,34,7,131.0,200.0
1,36,7,131.0,315.0
1,32,9,131.0,160.0
1,52,5,131.0,
1,33,5,131.0,160.0
1,36,7,131.0,240.0
1,31,7,131.0,370.0
1,31,7,131.0,200.0
