0101,0107,0110,0350,1642
1,70,5,826.0,
1,55,3,826.0,
2,52,5,826.0,
1,60,5,826.0,
2,56,4,826.0,
1,31,6,826.0,200.0
1,69,5,826.0,
2,47,4,826.0,170.0
2,57,4,826.0,150.0
1,61,4,826.0,
1,66,4,826.0,
1,45,5,826.0,200.0
2,67,3,826.0,150.0
1,55,5,826.0,340.0
1,52,5,826.0,220.0
1,35,6,826.0,250.0
1,55,4,826.0,
2,49,4,826.0,
1,44,6,826.0,300.0
1,60,5,826.0,200.0
1,64,5,826.0,
1,63,3,826.0,
1,41,7,826.0,250.0
1,58,5,826.0,
1,73,5,826.0,
2,65,4,826.0,
1,38,6,826.0,267.0
2,45,6,826.0,120.0
2,45,5,826.0,180.0
1,62,4,826.0,
1,65,5,826.0,280.0
2,39,5,826.0,
1,49,6,826.0,450.0
1,46,5,826.0,
1,37,5,826.0,
2,49,4,826.0,170.0
1,51,5,826.0,
1,63,4,826.0,
