0101,0107,0110,0350,1642
1,57,5,832.0,
1,38,5,832.0,290.0
2,40,5,832.0,85.0
1,29,6,832.0,197.0
2,48,5,832.0,150.0
2,43,5,832.0,120.0
2,57,3,832.0,64.0
1,34,6,832.0,180.0
1,32,5,832.0,200.0
2,42,5,832.0,200.0
2,45,5,832.0,120.0
1,19,5,832.0,230.0
2,39,6,832.0,100.0
1,31,6,832.0,160.0
2,35,5,832.0,80.0
1,33,6,832.0,250.0
2,48,5,832.0,150.0
2,50,6,832.0,100.0
2,49,5,832.0,80.0
1,35,5,832.0,250.0
1,47,5,832.0,300.0
2,44,7,832.0,130.0
2,42,5,832.0,170.0
1,46,5,832.0,200.0
1,36,7,832.0,230.0
2,50,5,832.0,120.0
1,28,6,832.0,300.0
2,50,5,832.0,150.0
2,46,5,832.0,90.0
1,23,6,832.0,130.0
2,56,4,832.0,130.0
2,49,5,832.0,90.0
1,51,6,832.0,310.0
1,51,7,832.0,
2,46,5,832.0,
2,43,5,832.0,120.0
2,47,5,832.0,135.0
1,27,6,832.0,170.0
2,21,5,832.0,170.0
2,29,6,832.0,250.0
1,33,7,832.0,200.0
1,29,7,832.0,275.0
1,37,5,832.0,160.0
1,51,5,832.0,300.0
2,29,6,832.0,150.0
2,50,4,832.0,150.0
1,47,5,832.0,280.0
1,30,8,832.0,350.0
2,32,6,832.0,100.0
2,35,5,832.0,100.0
1,39,5,832.0,400.0
1,36,5,832.0,480.0
1,46,5,832.0,180.0
1,34,5,832.0,280.0
1,34,5,832.0,210.0
1,32,6,832.0,300.0
1,30,6,832.0,150.0
1,30,5,832.0,180.0
2,42,5,832.0,100.0
1,42,5,832.0,300.0
1,26,7,832.0,200.0
1,32,6,832.0,180.0
2,44,5,832.0,100.0
2,34,7,832.0,190.0
2,30,6,832.0,316.0
1,39,7,832.0,110.0
1,29,5,832.0,160.0
