companyCount,ownerMaleRate,ownerFemaleRate,singlePropCompanyRate,multiBusinessCompanyRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,U100D300CompanyRate,U300CompanyRate,workerCount,workerMaleRate,workerFemaleRate,singlePropWorkerRate,multiBusinessWorkerRate,selfEmpFamilyWorkerRate,fulltimeWorkerRate,dayWorkerRate,etcWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,U100D300WorkerRate,U300WorkerRate,avgAge,avgServYear,avgWorkDay,avgTotalWorkTime,avgRegularWorkDay,avgOverWorkDay,avgSalary,avgFixedSalary,avgOvertimeSalary,avgBonusSalary
6646880.121022968,5.776587106720818,2.2362937038559183,5.450272726593155,-2.561266173394075,4.497176632032643,5.691502087415184,-1.8448538653712085,2.509868052851904,1.4383892297239214,2.5411041754230737,0.001,10360664.2087086,-2.7485807329370724,1.5010106644328383,-9.169180191620724,10.169180191620653,-1.1356809694364154,-4.284491279175294,-2.1840450466391306,12.737631701967937,-3.841635601200122,1.2604278280845815,-0.20917748250319446,8.169627528194507,-0.8477246480623741,7.945503198891526,1.0440478315855912,18.110890475974166,-17.63049896862413,116.83424191522474,836.6462279946361,1000.304569315929,-163.90751984281184,596.1173038005454,745.0423697295037,-122.0082026498136,15815.535043946526
