companyCount,ownerMaleRate,ownerFemaleRate,singlePropCompanyRate,multiBusinessCompanyRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,U100D300CompanyRate,U300CompanyRate,workerCount,workerMaleRate,workerFemaleRate,singlePropWorkerRate,multiBusinessWorkerRate,selfEmpFamilyWorkerRate,fulltimeWorkerRate,dayWorkerRate,etcWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,U100D300WorkerRate,U300WorkerRate,avgAge,avgServYear,avgWorkDay,avgTotalWorkTime,avgRegularWorkDay,avgOverWorkDay,avgSalary,avgFixedSalary,avgOvertimeSalary,avgBonusSalary
18983707.185866512,57.99472083732585,21.607293329202932,64.63345177150069,-37.01727971416853,22.71328671831007,53.827846597896624,-23.13742147593226,23.35920587520747,22.248480770006864,28.7811346413256,0.001,87081401.936283,-45.751823574335205,14.89999460523732,-105.80821634184288,106.80821634183897,-2.143857080246856,-56.955843205679365,-40.869021348300734,142.9790375689972,-51.44693427768385,10.997296012492422,-8.923620137539858,87.31982468572997,-3.651581576994223,94.26135559770512,3.1408512117385525,-229.24260181095,-268.3440489203507,1182.7202215143043,8168.910581486762,10397.16334681237,-2216.8250504917614,-32465.65543801998,-28734.996739018763,-3491.5607207126113,106793.23187309931
