companyCount,ownerMaleRate,ownerFemaleRate,singlePropCompanyRate,multiBusinessCompanyRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,U100D300CompanyRate,U300CompanyRate,workerCount,workerMaleRate,workerFemaleRate,singlePropWorkerRate,multiBusinessWorkerRate,selfEmpFamilyWorkerRate,fulltimeWorkerRate,dayWorkerRate,etcWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,U100D300WorkerRate,U300WorkerRate,avgAge,avgServYear,avgWorkDay,avgTotalWorkTime,avgRegularWorkDay,avgOverWorkDay,avgSalary,avgFixedSalary,avgOvertimeSalary,avgBonusSalary
4862316.842926767,1.4186324582101617,0.6315912036499887,1.6063296612039655,-0.4419416188336004,1.5972456193407099,1.246153322176991,-0.2877248157644865,0.584402888100034,0.18316243486894979,0.5110218137081276,0.001,16526288.455809094,0.16273634064225462,0.5798051858617792,-1.0404961192557056,2.040496119255706,-0.19129740265363449,-0.0840246889196643,-0.14474024382991102,2.302353226393799,-0.40019273656207677,0.35666237699135306,0.10641177198204477,1.510487575169019,0.017290890083015042,1.3820746564364261,0.43871798362443815,38.82909598654482,2.9400044518555095,36.429526878719656,281.880242170278,295.3566369216708,-13.594977539668477,2949.603110889331,2814.2021083129694,141.8555416887176,6967.879164105456
