companyCount,ownerMaleRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgOverWorkDay,avgSalary,yearData
8883988.342773765,4.930486657752274,4.308324377117719,-2.268233729637391,-0.7858667496106717,0.11608863490900634,0.002000000000000001,-12932425.006946579,5.284649394619052,-0.5696070786442373,-0.25944176567116006,3.296955991154613,-1.7195178650384069,-2.443186283841916,-0.6938996687755807,1.3673860165211955,-2429.7380293530896,18248.1009825106,2033.0793514384059
