0101,0107,0110,0350,1642
1,66,7,912.0,80.0
1,61,4,912.0,80.0
1,63,3,912.0,60.0
1,56,4,912.0,65.0
1,65,3,912.0,50.0
1,56,4,912.0,60.0
1,56,3,912.0,85.0
1,53,3,912.0,100.0
1,54,4,912.0,100.0
1,76,2,912.0,30.0
1,43,7,912.0,150.0
1,53,7,912.0,60.0
1,60,5,912.0,50.0
1,53,5,912.0,89.0
1,62,2,912.0,70.0
1,52,5,912.0,90.0
1,52,3,912.0,50.0
1,63,4,912.0,75.0
1,50,7,912.0,150.0
1,49,4,912.0,60.0
1,61,7,912.0,30.0
1,50,6,912.0,150.0
1,60,5,912.0,70.0
1,61,5,912.0,50.0
1,59,5,912.0,60.0
1,62,3,912.0,40.0
1,53,4,912.0,52.0
1,54,3,912.0,45.0
1,65,4,912.0,60.0
1,73,3,912.0,57.0
1,57,5,912.0,72.0
1,54,4,912.0,60.0
1,55,4,912.0,62.0
1,61,3,912.0,60.0
1,60,4,912.0,60.0
1,59,4,912.0,50.0
1,63,7,912.0,69.0
1,61,3,912.0,60.0
1,63,3,912.0,60.0
1,58,4,912.0,50.0
1,59,4,912.0,60.0
1,65,5,912.0,61.0
1,60,5,912.0,40.0
1,55,4,912.0,70.0
1,31,5,912.0,135.0
1,53,5,912.0,100.0
1,24,6,912.0,135.0
1,57,3,912.0,75.0
1,60,5,912.0,80.0
1,60,3,912.0,60.0
1,42,5,912.0,100.0
1,58,3,912.0,55.0
1,56,3,912.0,80.0
1,67,4,912.0,40.0
1,66,7,912.0,80.0
1,58,4,912.0,80.0
1,47,4,912.0,190.0
1,54,5,912.0,60.0
1,55,5,912.0,65.0
1,43,5,912.0,118.0
1,56,3,912.0,60.0
1,52,5,912.0,125.0
1,63,3,912.0,70.0
1,53,5,912.0,80.0
1,61,3,912.0,60.0
1,61,5,912.0,130.0
2,31,5,912.0,60.0
1,64,3,912.0,50.0
1,50,5,912.0,75.0
1,60,4,912.0,50.0
1,54,3,912.0,55.0
1,29,6,912.0,
1,51,5,912.0,133.0
1,61,3,912.0,60.0
1,66,2,912.0,50.0
