companyCount,ownerMaleRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgOverWorkDay,avgSalary,yearData
862192.0116672441,-0.6174268604600881,-1.4683583561036961,2.3592053315627926,-0.04719029968026911,0.051724205288301794,0.0010000000000000005,14896968.836212829,0.4119226344510647,-1.0853733940948374,2.701406221028572,-1.0625611434970565,3.6893239798729063,0.15780329712938368,-0.24598335940191074,-1.4176898987802744,136.2876387510696,15130.748772486753,2030.1213286030136
