yearData,companyCount,ownerMaleRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgOverWorkDay,avgSalary
2021.0083598935996,953186.7954015508,0.4499303302855189,0.9812210728371467,0.015049963039227177,0.009661098244443486,0.0035002733548269286,0.0010000000000000002,1603035.5335141867,0.42175211506267674,0.18888650812481123,0.1455434259118476,0.7990260059080181,0.13572208550047699,0.07855634164562575,0.019811941028607477,-0.04389685439968688,-0.7817746081400401,3156.916343990113
