companyCount,ownerMaleRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgOverWorkDay,avgSalary,yearData
115759.32745980099,0.7025906466109744,0.8053366982994667,-0.012567030424779801,0.15466734659399362,0.07038888633992446,0.0041298216903876694,588065.5709109902,0.7532612815726365,0.8524079181723989,0.13938925825152637,0.1434008686596795,0.04289391754805649,0.17623954021546018,0.1579464216987123,0.04601253165739827,49.544606491448576,4188.953560034941,2036.9978184997774
