companyCount,ownerMaleRate,singlePropCompanyRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,singlePropWorkerRate,selfEmpFamilyWorkerRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgAge,avgServYear,avgWorkDay,avgRegularWorkDay,avgOverWorkDay,avgFixedSalary,avgOvertimeSalary,avgBonusSalary
172447.20461047045,0.662336088992665,-1.090286515404934,-0.34306016797639405,1.829644580887803,-0.8047726013851454,-1.5533439419660138,1.131363421233618,11374747.547346096,-1.5524583438875175,-2.3316366845330783,0.08687211748241527,-0.524415664586751,2.052783217668112,0.15275001761200901,-0.11716598361795257,-3.0729779074307046,-5.408450482822679,3.7999492355531386,10.328127706210608,-96.64832954685103,504.67483763419,4026.8220517262553,-875.3936540583104,45434.99822429936,-6643.508273694716,452503.0141911659
