yearData,companyCount,ownerMaleRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgOverWorkDay,avgSalary
2016.9999977859898,43603.78801474464,0.8264324569924248,0.3287137432156584,0.2418417401119406,0.24058027890026995,0.14492905807921375,0.03214171660609731,705249.6371076442,0.44568436243431897,0.6423794968977745,0.024032745045551855,0.042381947641426394,0.10408931673292357,0.19401327697909826,0.272089087743808,0.12594499710489032,5.350653152867835,4258.6872321224655
