0101,0107,0110,0350,1642
1,60,7,141.0,
2,54,7,141.0,
1,53,8,141.0,1200.0
1,34,7,141.0,
1,35,8,141.0,450.0
2,26,7,141.0,234.0
1,33,7,141.0,
1,62,5,141.0,238.0
1,35,7,141.0,
1,45,7,141.0,
1,31,7,141.0,
2,27,7,141.0,320.0
1,25,6,141.0,200.0
2,42,9,141.0,550.0
1,40,7,141.0,
1,68,8,141.0,
1,48,9,141.0,
1,42,7,141.0,
1,47,8,141.0,1700.0
1,49,7,141.0,
1,34,8,141.0,738.0
1,38,8,141.0,
1,36,8,141.0,450.0
1,35,7,141.0,400.0
1,41,8,141.0,1100.0
2,32,7,141.0,
1,42,7,141.0,
1,82,5,141.0,
1,39,8,141.0,800.0
1,35,7,141.0,800.0
1,45,7,141.0,
1,34,8,141.0,250.0
1,32,7,141.0,500.0
