companyCount,ownerMaleRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgOverWorkDay,avgSalary,yearData
464843.7631750384,0.8959945578262385,0.9412991021922501,0.02670721992937608,0.014070431814052764,0.013699744616959997,0.007847025222190052,1282170.8346840441,0.8424256658834928,0.5510788197567251,0.05176986929396321,0.36773729237994957,0.05225095845321981,0.07110674558838426,0.14296199122664177,0.11313863633999865,11.811397012806083,3558.452910512904,2025.9969275376739
