yearData,companyCount,ownerMaleRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgOverWorkDay,avgSalary
2018.0021487079882,1039359.1155457571,0.5875918660389087,0.8750806896370809,0.08668973088452527,0.02510178099271235,0.009982030780569926,0.0020000000000000005,3182310.2548973374,0.5375930154376506,0.5154098720127489,0.1091083461419235,0.5018131476512966,0.1755795690812296,0.10584392137253251,0.09188373025545168,0.04357878735042446,5.3981634737556305,3218.8577825690154
