companyCount,ownerMaleRate,singlePropCompanyRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,singlePropWorkerRate,selfEmpFamilyWorkerRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgAge,avgServYear,avgWorkDay,avgRegularWorkDay,avgOverWorkDay,avgFixedSalary,avgOvertimeSalary,avgBonusSalary
-1745137.6586039686,42.947783996687306,-10.98004087107707,-14.400898055225795,6.837697538752734,4.810833809733415,15.31858046199456,1.6888912915621463,241016143.04557884,144.84977743030868,-75.54478369254888,-77.45540275538146,-181.6113732851827,35.9916804412446,-92.3079041843361,-15.453113027743552,4.294686852748015,75.85807640267662,2.02958684598491,10812.115970740457,-1391.271898420489,-5745.987042965761,-45942.59779503449,79185.7398659575,-1223254.6953419773,773046.3960013075,-7878311.827187236
