0101,0107,0110,0350,1642
1,23,7,282.0,200.0
1,29,7,282.0,238.0
1,31,7,282.0,250.0
2,44,5,282.0,140.0
1,42,6,282.0,
1,24,7,282.0,150.0
1,47,6,282.0,
1,41,5,282.0,
2,27,7,282.0,200.0
1,31,6,282.0,
1,34,7,282.0,150.0
1,27,7,282.0,80.0
2,74,5,282.0,150.0
2,28,6,282.0,178.0
1,38,7,282.0,480.0
1,40,7,282.0,400.0
2,35,7,282.0,95.0
1,34,7,282.0,300.0
1,26,7,282.0,70.0
2,50,6,282.0,60.0
1,33,7,282.0,
1,33,6,282.0,250.0
1,31,5,282.0,350.0
1,27,6,282.0,100.0
1,25,7,282.0,100.0
1,26,6,282.0,190.0
1,29,5,282.0,
2,21,7,282.0,50.0
1,30,5,282.0,200.0
2,42,6,282.0,180.0
1,45,7,282.0,
1,40,7,282.0,
2,36,7,282.0,200.0
1,50,7,282.0,
2,42,6,282.0,
1,28,5,282.0,
1,26,6,282.0,
2,26,6,282.0,250.0
1,28,7,282.0,300.0
2,51,5,282.0,
2,47,5,282.0,
1,47,7,282.0,210.0
1,43,8,282.0,
1,19,7,282.0,100.0
1,28,7,282.0,250.0
2,32,7,282.0,108.0
2,53,7,282.0,150.0
2,58,5,282.0,
2,40,7,282.0,
1,41,6,282.0,250.0
2,28,8,282.0,280.0
1,35,7,282.0,300.0
2,38,8,282.0,245.0
1,63,7,282.0,
1,26,7,282.0,200.0
1,47,5,282.0,100.0
1,40,7,282.0,
1,33,7,282.0,237.0
1,29,6,282.0,225.0
1,37,7,282.0,400.0
1,43,5,282.0,190.0
