companyCount,ownerMaleRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgOverWorkDay,avgSalary,yearData
41748.73502470841,1.5833770807857164,3.3664501332995656,1.5429282208163784,-2.6941572032353616,-1.2680978722748613,0.07493100861697854,140249.587524849,0.5770644694787066,0.4031290074928595,-3.5189519626282433,3.378662700182881,2.7589279205549886,-2.039086758748269,-1.244422881965889,2.1539133564875144,-798.3992889320925,11851.811875340558,2026.939656334284
