year,companyCount,ownerMaleRate,singlePropCompanyRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,U100D300CompanyRate,U300CompanyRate,workerCount,workerMaleRate,singlePropWorkerRate,selfEmpFamilyWorkerRate,fulltimeWorkerRate,dayWorkerRate,etcWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,U100D300WorkerRate,U300WorkerRate,avgAge,avgServYear,avgWorkDay,avgTotalWorkTime,avgRegularWorkDay,avgOverWorkDay,avgSalary,avgFixedSalary,avgOvertimeSalary,avgBonusSalary
2019,453257.0,0.778,0.93,0.676,0.171,0.078,0.052,0.014,0.007,0.002,3984905.0,0.742,0.601,0.099,0.842,0.054,0.006,0.15,0.128,0.119,0.177,0.107,0.135,0.184,42.5,8.0,21.9,186.4,169.9,16.5,3350.0,3003.0,347.0,6720.0
2020,459786.1021693172,0.7725424077915268,0.9296855401333316,0.6871545104686464,0.1657014329063216,0.07202071785442238,0.05225576778949905,0.014398083200942168,0.007090521291360176,0.0018116065463527745,3947743.7233598246,0.7426886464608958,0.5991124753534152,0.10261289618353751,0.8310213651462859,0.06310086528822846,0.003122797625581583,0.15774955359310283,0.12503442338924226,0.11152747065153182,0.1768762372852457,0.10954361560387663,0.13137921453807436,0.18780133661114343,42.88848909318128,8.186352913864381,21.615703746600154,187.4562845888614,167.4545133928632,20.007791314089467,3465.339297078599,3093.3462153656665,371.96784087852296,7117.691002005724
2021,466384.96278921835,0.7684571041758685,0.9272786705040497,0.6945655890641056,0.1619625646469764,0.06782723764940851,0.05294875696211771,0.014477327465968231,0.006956571888824856,0.001748327779785432,3928572.008380432,0.7432738197152531,0.5925919377239135,0.10275173047586447,0.8309284720419209,0.0659247113569827,0.00039678570100339094,0.1581481535004418,0.12473692339496724,0.10737504901730494,0.18071939613146898,0.11161293714508955,0.12795546809573605,0.18914185504889533,43.18112934317302,8.321004440238855,21.177683306943756,184.46573182667748,163.5395860416524,20.928309448946997,3592.990122247223,3210.5858865667196,382.30751497809246,7595.622202333905
2022,473689.51171578025,0.7643203509140576,0.924409380228491,0.7031465005141684,0.15793489581054482,0.06349433793922919,0.05280411923689631,0.014594390056054302,0.006733443941537635,0.001731234958434242,3914704.861194315,0.7443177436567513,0.58374988666883,0.10171527975451317,0.8345528867792769,0.06632044306046504,-0.0025533294491274366,0.15637314738238037,0.12474792690537707,0.10411329930779718,0.18410025925939372,0.11464482880414814,0.12519704290720657,0.19035595869393238,43.455641675259265,8.431240638308557,21.01511472346399,182.65993856450442,161.92677870230781,20.73347376716456,3714.72596312955,3326.8989719455935,387.6938750948148,7941.934653093771
2023,481562.78768028336,0.7599408491115742,0.9212677478125064,0.7133171174250322,0.15318923894671466,0.059089879595681044,0.05184121247490072,0.014738936364566007,0.0064664220771386005,0.001742932714102825,3902304.017644738,0.7457934663728207,0.5731821026665278,0.10035510758110709,0.8390481487581418,0.06582764383914698,-0.005191864372217345,0.15413429019094693,0.12467396093558299,0.10123644978979336,0.18605547006837758,0.11803291231673566,0.1227059469219093,0.19262144202518458,43.71594246016369,8.543474152959064,20.970846955489705,181.77660109748552,161.35874475016732,20.417944254743496,3836.692238541586,3444.0805946025043,392.45700405393774,8200.780963693545
2024,489779.4769282883,0.7554694551343745,0.9177894945913054,0.7249593511438602,0.1475340093895139,0.05469189758557219,0.050340873390443304,0.01486150421586149,0.006184710904517787,0.001769213704411837,3890265.292692023,0.7477431201475426,0.5609804337777149,0.09885584672023492,0.8438136829897984,0.06484441522772073,-0.0074809839809243245,0.15177045687547253,0.12439574292866969,0.0985722793534556,0.1868253471991965,0.12145601916113874,0.12031229122978233,0.19608695774179338,43.93994159958805,8.666046439680168,20.93136681863145,181.13614369045337,160.90367423232547,20.2316001915594,3964.2396949296467,3566.520798607678,397.5546770857889,8423.559916574712
2025,498234.3944223573,0.751049534087455,0.9138988926282836,0.7378955801799305,0.14095740165153586,0.05027287973688349,0.04852556110080452,0.014948943198031295,0.005895572165586414,0.0018022497693745546,3878517.3484521364,0.7502539455638282,0.5471930082202338,0.0972276825550416,0.8488049470350599,0.06349068844818102,-0.009494215040322343,0.1492297036463156,0.1238847559149145,0.09598382006096391,0.18679171879609482,0.12487048719318147,0.11789750292602826,0.20072789013086614,44.11494461185208,8.80020863827134,20.86239573080973,180.43705631485955,160.27511602482252,20.15935602370957,4100.063944587735,3696.905787343258,402.9904424108042,8638.45240223268
2026,506890.1160519226,0.7467710633612834,0.9095345481111629,0.7519735419434996,0.13352023558218518,0.045781686417391776,0.04653038011957588,0.015003811762954632,0.005598652930946052,0.0018400504083788895,3866852.4686564207,0.7533903415947734,0.5318804530050781,0.09546968935709782,0.8540179834332309,0.061806782611232805,-0.011263020741415955,0.14643364112504864,0.1231493878520405,0.0933699195462318,0.186234839739532,0.12829998658534678,0.11539211292359515,0.20647134225821986,44.2379671047079,8.94638257581391,20.762489103857096,179.6172581679886,159.46244241958408,20.15017547274423,4245.466089096493,3836.6503922365214,408.6479321500594,8860.000403221513
2027,515729.7444150874,0.7426828942326543,0.90464687569761,0.7670731761013037,0.1253027750717578,0.04117754813136584,0.044428377277244795,0.015032649963735403,0.005292474705062295,0.0018835108227234399,3854810.741791545,0.7571821971094586,0.5150912334935617,0.09359178778042186,0.8594260482964858,0.059805561002183996,-0.012783203810091473,0.14333945107690554,0.12221104142707064,0.09066830011142604,0.1853301018964832,0.1317688288498192,0.11275693385882869,0.21323713148026643,44.311172451341584,9.10518144469334,20.638138259163732,178.7014339217643,158.52357866547365,20.17112750106873,4401.104059256347,3986.4620459405155,414.4765678230911,9096.23692555955
2028,524736.6501268586,0.7388108050850163,0.8991942318628809,0.7831029770365268,0.11638006032976228,0.03643448545110828,0.04225664283782677,0.015041663166014931,0.004976163224053878,0.00193427127102744,3841802.1152915913,0.761636088016383,0.49684713303345707,0.0916055311064752,0.8650047107522837,0.057486124169360234,-0.01404189252271433,0.13992726230134203,0.12109251978859721,0.08784682887564518,0.18418660443256596,0.13529446712121435,0.10996972816264007,0.2209492383531065,44.33848410512793,9.277169542905671,20.49549548571572,177.72927095877765,157.51369011033074,20.206884460103744,4567.335589475291,4146.691050558302,420.4831894680779,9352.113175932165
