companyCount,ownerMaleRate,singlePropCompanyRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,singlePropWorkerRate,selfEmpFamilyWorkerRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgAge,avgServYear,avgWorkDay,avgRegularWorkDay,avgOverWorkDay,avgFixedSalary,avgOvertimeSalary,avgBonusSalary
10783.848860526028,0.8282364129487763,0.7510909187349686,0.5337493868438149,0.016673888515456703,0.16749957038384422,0.1867065694762693,0.06525808382520604,181748.83029738482,0.8953829380887268,0.4102094672209051,0.017679956564794375,0.8851152228928294,0.08262762382533473,0.036120450094378365,-0.010313456459750237,0.09802938030968822,0.2544339170683534,0.21840699873404823,41.01193759984112,10.090540569449075,30.810375450944917,248.3796744276617,-30.826835778467057,3714.551668471204,-67.62441140001283,10586.09508055489
