yearData,companyCount,ownerMaleRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,workerCount,workerMaleRate,fulltimeWorkerRate,dayWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,avgOverWorkDay,avgSalary
2009.000981111382,162754.9161546491,0.7061771539392694,0.7872896177651608,0.10421251879602267,0.05541499897695834,0.03384081492197347,0.010026939252588402,1200423.0338082965,0.5813163840030965,0.6977544865542789,0.14964071689259767,0.183070463092286,0.0914755871655534,0.09867458592588642,0.13362926755797414,0.0928507351725529,10.935224316458516,1951.465567679562
