0101,0107,0110,0350,1642
2,34,9,151.0,50.0
1,49,9,151.0,300.0
1,40,9,151.0,430.0
1,48,9,151.0,500.0
2,58,9,151.0,480.0
1,51,8,151.0,150.0
2,39,9,151.0,250.0
1,59,7,151.0,750.0
1,49,9,151.0,630.0
1,58,9,151.0,300.0
2,21,6,151.0,60.0
2,27,7,151.0,153.0
2,42,9,151.0,200.0
2,46,8,151.0,150.0
1,41,8,151.0,500.0
2,39,8,151.0,150.0
1,49,9,151.0,700.0
2,39,9,151.0,450.0
2,41,7,151.0,250.0
2,33,9,151.0,120.0
1,51,9,151.0,700.0
1,27,9,151.0,70.0
1,61,9,151.0,850.0
1,50,7,151.0,300.0
1,48,8,151.0,410.0
1,48,9,151.0,650.0
2,51,9,151.0,250.0
1,45,9,151.0,350.0
2,30,9,151.0,300.0
1,46,9,151.0,350.0
1,28,9,151.0,130.0
1,61,9,151.0,150.0
1,61,9,151.0,800.0
1,39,7,151.0,250.0
1,58,8,151.0,458.0
1,43,9,151.0,300.0
2,37,9,151.0,500.0
1,36,9,151.0,520.0
1,61,8,151.0,360.0
1,56,9,151.0,800.0
1,42,9,151.0,500.0
1,50,7,151.0,530.0
1,58,7,151.0,350.0
1,60,8,151.0,840.0
2,49,7,151.0,350.0
1,51,9,151.0,530.0
1,52,9,151.0,750.0
1,60,8,151.0,200.0
2,28,8,151.0,190.0
2,48,9,151.0,200.0
1,63,8,151.0,850.0
